line_and_segment,year,longitude,latitude,height_m,total_field_anomaly_nt
FL-58-1,1958,-2.13813,53.53218,405,64
FL-58-1,1958,-2.13223,53.532,405,64
FL-58-1,1958,-2.11898,53.53211,405,63
FL-58-1,1958,-2.11655,53.53213,405,64
FL-58-1,1958,-2.10703,53.53217,405,64
FL-58-1,1958,-2.10319,53.53221,405,62
FL-58-1,1958,-2.0999,53.53227,405,64
FL-58-1,1958,-2.09637,53.53231,420,67
FL-58-1,1958,-2.09009,53.53231,448,67
FL-58-1,1958,-2.04959,53.53286,581,67
FL-58-1,1958,-2.0291,53.53309,526,62
FL-58-1,1958,-2.02247,53.53318,526,65
FL-58-1,1958,-2.01778,53.53333,538,65
FL-58-1,1958,-2.00852,53.53324,566,77
FL-58-1,1958,-2.00479,53.53313,588,81
FL-58-1,1958,-1.99871,53.533,630,81
FL-58-1,1958,-1.98282,53.53262,629,81
FL-58-1,1958,-1.97375,53.53265,652,79
FL-58-1,1958,-1.95345,53.53287,725,71
FL-58-1,1958,-1.86532,53.5311,835,82
FL-58-1,1958,-1.78611,53.53382,700,89
FL-58-1,1958,-1.75693,53.53259,701,93
FL-58-1,1958,-1.72396,53.53243,609,87
FL-58-1,1958,-1.68474,53.533,593,77
FL-58-1,1958,-1.66157,53.53357,554,66
FL-58-1,1958,-1.63539,53.53394,506,55
FL-58-1,1958,-1.60787,53.53363,556,46
FL-59-1,1958,-3.02611,53.54614,305,-39
FL-59-1,1958,-2.98521,53.5469,315,-42
FL-59-1,1958,-2.95633,53.5477,317,-39
FL-59-1,1958,-2.93102,53.54849,334,-40
FL-59-1,1958,-2.89884,53.54907,345,-37
FL-59-1,1958,-2.89416,53.54894,349,-36
FL-59-1,1958,-2.88237,53.54892,356,-37
FL-59-1,1958,-2.87265,53.54866,363,-38
FL-59-1,1958,-2.8618,53.54872,370,-37
FL-59-1,1958,-2.77027,53.54858,372,-17
FL-59-1,1958,-2.75272,53.54893,430,-5
FL-59-1,1958,-2.72429,53.54956,406,14
FL-59-1,1958,-2.71175,53.54987,377,24
FL-59-1,1958,-2.70252,53.5501,361,33
FL-59-1,1958,-2.68997,53.54978,357,43
FL-59-1,1958,-2.65606,53.54875,331,67
FL-59-1,1958,-2.65149,53.54872,332,67
FL-59-1,1958,-2.64072,53.54843,336,63
FL-59-1,1958,-2.63571,53.54816,339,55
FL-59-1,1958,-2.60977,53.54816,365,33
FL-59-1,1958,-2.59317,53.54842,405,24
FL-59-1,1958,-2.58608,53.54864,405,14
FL-59-1,1958,-2.57544,53.54895,405,4
FL-59-1,1958,-2.53427,53.54979,402,-26
FL-59-1,1958,-2.53226,53.54987,404,-27
FL-59-1,1958,-2.51731,53.55043,414,-29
FL-59-1,1958,-2.45894,53.55079,442,-47
FL-59-1,1958,-2.45595,53.55085,440,-45
FL-59-1,1958,-2.45167,53.55078,439,-44
FL-59-1,1958,-2.45078,53.55085,439,-45
FL-59-1,1958,-2.43581,53.55075,430,-48
FL-59-1,1958,-2.4282,53.55067,427,-46
FL-59-1,1958,-2.42207,53.55049,424,-43
FL-59-1,1958,-2.4136,53.55038,416,-45
FL-59-1,1958,-2.38261,53.55041,382,-39
FL-59-1,1958,-2.36916,53.55047,369,-40
FL-59-1,1958,-2.36587,53.55052,367,-37
FL-59-1,1958,-2.35263,53.55047,372,-27
FL-59-1,1958,-2.31791,53.55086,417,-6
FL-59-1,1958,-2.31207,53.55083,422,-8
FL-59-1,1958,-2.29946,53.55081,417,-7
FL-59-1,1958,-2.28895,53.55084,415,-1
FL-59-1,1958,-2.28563,53.55074,415,-3
FL-59-1,1958,-2.26942,53.55084,415,4
FL-59-1,1958,-2.24857,53.55068,404,14
FL-59-1,1958,-2.2156,53.55088,395,23
FL-59-1,1958,-2.03676,53.55128,586,78
FL-59-1,1958,-2.03041,53.55125,581,77
FL-59-1,1958,-1.98382,53.55155,668,74
FL-59-1,1958,-1.9469,53.55073,734,76
FL-59-1,1958,-1.90298,53.55081,805,71
FL-59-1,1958,-1.86699,53.55061,754,63
FL-59-1,1958,-1.84918,53.55059,675,65
FL-59-1,1958,-1.83182,53.5507,574,62
FL-59-1,1958,-1.82344,53.55082,569,66
FL-59-1,1958,-1.81665,53.55086,588,70
FL-59-1,1958,-1.80172,53.55101,626,70
FL-59-1,1958,-1.748,53.55064,597,77
FL-59-1,1958,-1.67985,53.55092,588,66
FL-59-1,1958,-1.64476,53.55038,502,54
FL-59-1,1958,-1.61722,53.54989,481,44
FL-60-1,1958,-3.1437,53.55997,305,-38
FL-60-1,1958,-3.13684,53.56027,305,-40
FL-60-1,1958,-3.13464,53.56039,305,-38
FL-60-1,1958,-3.1332,53.56025,305,-38
FL-60-1,1958,-3.13152,53.56036,305,-38
FL-60-1,1958,-3.12389,53.56067,305,-40
FL-60-1,1958,-3.10528,53.5617,309,-41
FL-60-1,1958,-3.03954,53.56456,308,-53
FL-60-1,1958,-3.03199,53.56488,305,-48
FL-60-1,1958,-3.03027,53.56495,305,-44
FL-60-1,1958,-3.02078,53.56525,305,-44
FL-60-1,1958,-2.9801,53.56574,313,-39
FL-60-1,1958,-2.9647,53.5658,322,-38
FL-60-1,1958,-2.94204,53.5661,327,-38
FL-60-1,1958,-2.89625,53.56616,346,-35
FL-60-1,1958,-2.85285,53.56615,360,-35
FL-60-1,1958,-2.78654,53.56647,362,-27
FL-60-1,1958,-2.73911,53.56799,393,-6
FL-60-1,1958,-2.72356,53.56854,348,3
FL-60-1,1958,-2.70928,53.56834,348,13
FL-60-1,1958,-2.69715,53.5679,348,23
FL-60-1,1958,-2.68772,53.56781,345,33
FL-60-1,1958,-2.67758,53.56745,357,43
FL-60-1,1958,-2.66212,53.56669,363,53
FL-60-1,1958,-2.64789,53.56622,370,59
FL-60-1,1958,-2.63212,53.5662,376,53
FL-60-1,1958,-2.62185,53.56624,394,44
FL-60-1,1958,-2.61036,53.56622,415,34
FL-60-1,1958,-2.60115,53.56629,417,24
FL-60-1,1958,-2.58829,53.56676,410,14
FL-60-1,1958,-2.56829,53.56736,410,-6
FL-60-1,1958,-2.55561,53.56783,427,-16
FL-60-1,1958,-2.54267,53.56796,429,-26
FL-60-1,1958,-2.5243,53.56798,422,-36
FL-60-1,1958,-2.51037,53.56808,421,-43
FL-60-1,1958,-2.49208,53.56806,421,-43
FL-60-1,1958,-2.48821,53.56813,422,-46
FL-60-1,1958,-2.47841,53.568,425,-49
FL-60-1,1958,-2.47194,53.56795,425,-49
FL-60-1,1958,-2.40899,53.56842,408,-49
FL-60-1,1958,-2.38825,53.56803,414,-46
FL-60-1,1958,-2.37196,53.56747,429,-41
FL-60-1,1958,-2.33838,53.5679,414,-33
FL-60-1,1958,-2.3204,53.56816,405,-34
FL-60-1,1958,-2.30936,53.568,407,-27
FL-60-1,1958,-2.2792,53.56806,411,-19
FL-60-1,1958,-2.27076,53.56824,410,-17
FL-60-1,1958,-2.26002,53.56849,412,-9
FL-60-1,1958,-2.24762,53.56889,415,-6
FL-60-1,1958,-2.21958,53.56912,416,4
FL-60-1,1958,-2.21325,53.56913,427,11
FL-60-1,1958,-2.20644,53.56921,437,10
FL-60-1,1958,-2.20574,53.56932,438,12
FL-60-1,1958,-2.19898,53.56907,435,19
FL-60-1,1958,-2.18943,53.56899,432,16
FL-60-1,1958,-2.18243,53.56895,429,24
FL-60-1,1958,-2.16731,53.56872,445,34
FL-60-1,1958,-2.15674,53.56879,460,35
FL-60-1,1958,-2.1451,53.56911,449,44
FL-60-1,1958,-2.13087,53.56951,476,55
FL-60-1,1958,-2.09572,53.56979,515,82
FL-60-1,1958,-2.08079,53.56946,518,81
FL-60-1,1958,-2.06442,53.56901,593,87
FL-60-1,1958,-2.05017,53.56874,624,90
FL-60-1,1958,-2.02874,53.56871,581,87
FL-60-1,1958,-2.00508,53.56856,569,76
FL-60-1,1958,-1.97158,53.56856,684,69
FL-60-1,1958,-1.9616,53.56856,714,60
FL-60-1,1958,-1.95195,53.56858,707,59
FL-60-1,1958,-1.86792,53.56975,714,43
FL-60-1,1958,-1.83726,53.56931,666,48
FL-60-1,1958,-1.81642,53.5695,609,49
FL-60-1,1958,-1.7977,53.56978,562,56
FL-60-1,1958,-1.7755,53.56992,521,58
FL-60-1,1958,-1.76395,53.56977,522,59
FL-60-1,1958,-1.74381,53.5695,554,55
FL-60-1,1958,-1.66326,53.56832,545,52
FL-60-1,1958,-1.64944,53.56824,504,44
FL-60-1,1958,-1.60664,53.56779,453,33
FL-61-1,1958,-2.9765,53.58117,314,-26
FL-61-1,1958,-2.95647,53.5812,322,-24
FL-61-1,1958,-2.95002,53.58124,322,-27
FL-61-1,1958,-2.9262,53.58129,326,-25
FL-61-1,1958,-2.92377,53.58128,328,-25
FL-61-1,1958,-2.91878,53.58136,331,-33
FL-61-1,1958,-2.90006,53.5819,335,-28
FL-61-1,1958,-2.87945,53.5827,341,-28
FL-61-1,1958,-2.8614,53.58327,340,-26
FL-61-1,1958,-2.80028,53.58296,339,-34
FL-61-1,1958,-2.74986,53.58292,342,-28
FL-61-1,1958,-2.72308,53.5832,359,-17
FL-61-1,1958,-2.71867,53.58338,364,-10
FL-61-1,1958,-2.71313,53.58349,365,-10
FL-61-1,1958,-2.70881,53.58365,365,-7
FL-61-1,1958,-2.69213,53.58415,385,3
FL-61-1,1958,-2.67276,53.5849,410,14
FL-61-1,1958,-2.66096,53.58449,410,20
FL-61-1,1958,-2.65246,53.58436,396,18
FL-61-1,1958,-2.60868,53.58384,434,4
FL-61-1,1958,-2.59152,53.5839,445,-6
FL-61-1,1958,-2.57656,53.58396,436,-16
FL-61-1,1958,-2.55849,53.58404,427,-26
FL-61-1,1958,-2.54613,53.58405,425,-33
FL-61-1,1958,-2.54095,53.58405,425,-30
FL-61-1,1958,-2.53674,53.58406,425,-36
FL-61-1,1958,-2.51136,53.58431,432,-50
FL-61-1,1958,-2.41318,53.5851,388,-54
FL-61-1,1958,-2.40512,53.5851,390,-52
FL-61-1,1958,-2.40005,53.58506,395,-52
FL-61-1,1958,-2.39343,53.5852,410,-50
FL-61-1,1958,-2.38416,53.58538,430,-49
FL-61-1,1958,-2.37955,53.58543,433,-46
FL-61-1,1958,-2.37816,53.58538,435,-45
FL-61-1,1958,-2.3765,53.58558,436,-46
FL-61-1,1958,-2.37351,53.58545,438,-47
FL-61-1,1958,-2.368,53.58555,438,-46
FL-61-1,1958,-2.35626,53.58561,433,-43
FL-61-1,1958,-2.3407,53.58563,438,-46
FL-61-1,1958,-2.18005,53.58646,445,16
FL-61-1,1958,-2.17384,53.58644,453,21
FL-61-1,1958,-2.16804,53.58646,469,23
FL-61-1,1958,-2.16608,53.58644,474,24
FL-61-1,1958,-2.12649,53.58651,511,65
FL-61-1,1958,-2.11342,53.58642,529,75
FL-61-1,1958,-2.10332,53.58635,526,83
FL-61-1,1958,-2.06604,53.58638,649,108
FL-61-1,1958,-2.06053,53.58636,659,108
FL-61-1,1958,-2.05299,53.58643,665,110
FL-61-1,1958,-2.04008,53.5865,624,107
FL-61-1,1958,-2.02906,53.58646,647,98
FL-61-1,1958,-2.02428,53.58644,660,96
FL-61-1,1958,-2.01529,53.58631,628,92
FL-61-1,1958,-2.00803,53.58649,608,87
FL-61-1,1958,-2.0021,53.58649,628,77
FL-61-1,1958,-1.99145,53.58665,666,68
FL-61-1,1958,-1.97335,53.58699,703,59
FL-61-1,1958,-1.96164,53.58708,674,53
FL-61-1,1958,-1.91793,53.58692,609,33
FL-61-1,1958,-1.89513,53.58659,708,33
FL-61-1,1958,-1.87776,53.58634,645,27
FL-61-1,1958,-1.86884,53.58629,597,25
FL-61-1,1958,-1.86129,53.58619,552,25
FL-61-1,1958,-1.83938,53.58652,536,25
FL-61-1,1958,-1.82231,53.58694,555,24
FL-61-1,1958,-1.81816,53.58707,556,25
FL-61-1,1958,-1.78062,53.58768,461,32
FL-61-1,1958,-1.74415,53.58766,541,39
FL-61-1,1958,-1.71213,53.58723,519,36
FL-61-1,1958,-1.67867,53.58696,481,33
FL-61-1,1958,-1.66273,53.58741,467,32
FL-61-1,1958,-1.64732,53.58781,458,35
FL-61-1,1958,-1.63939,53.58761,446,32
FL-62-1,1958,-3.16335,53.59634,305,-40
FL-62-1,1958,-3.08807,53.59702,305,-42
FL-62-1,1958,-3.06003,53.59702,314,-39
FL-62-1,1958,-2.98721,53.60063,311,-34
FL-62-1,1958,-2.95966,53.60137,315,-35
FL-62-1,1958,-2.9417,53.60132,315,-31
FL-62-1,1958,-2.93606,53.60119,315,-34
FL-62-1,1958,-2.90673,53.60116,320,-33
FL-62-1,1958,-2.87464,53.60076,321,-35
FL-62-1,1958,-2.86882,53.60068,321,-28
FL-62-1,1958,-2.8513,53.60118,320,-37
FL-62-1,1958,-2.84115,53.60145,320,-30
FL-62-1,1958,-2.83396,53.60164,318,-38
FL-62-1,1958,-2.73087,53.6024,437,-36
FL-62-1,1958,-2.69448,53.60272,407,-27
FL-62-1,1958,-2.68377,53.60294,402,-17
FL-62-1,1958,-2.678,53.60296,398,-15
FL-62-1,1958,-2.67327,53.60317,395,-17
FL-62-1,1958,-2.66507,53.60325,395,-18
FL-62-1,1958,-2.65185,53.60351,388,-17
FL-62-1,1958,-2.64879,53.60341,386,-15
FL-62-1,1958,-2.64708,53.6036,384,-17
FL-62-1,1958,-2.60851,53.60392,402,-27
FL-62-1,1958,-2.5852,53.60351,413,-37
FL-62-1,1958,-2.56095,53.60313,447,-46
FL-62-1,1958,-2.50901,53.60356,595,-53
FL-62-1,1958,-2.42464,53.60417,477,-58
FL-62-1,1958,-2.41362,53.6041,474,-56
FL-62-1,1958,-2.40874,53.6041,471,-54
FL-62-1,1958,-2.40354,53.60412,467,-54
FL-62-1,1958,-2.35783,53.60314,487,-48
FL-62-1,1958,-2.32375,53.60398,429,-55
FL-62-1,1958,-2.3115,53.60418,405,-54
FL-62-1,1958,-2.30502,53.60433,405,-56
FL-62-1,1958,-2.2931,53.60457,412,-50
FL-62-1,1958,-2.28587,53.60469,430,-54
FL-62-1,1958,-2.27504,53.60494,444,-46
FL-62-1,1958,-2.27236,53.60489,447,-43
FL-62-1,1958,-2.26471,53.60486,448,-44
FL-62-1,1958,-2.2469,53.60488,433,-37
FL-62-1,1958,-2.22576,53.60491,438,-33
FL-62-1,1958,-2.20422,53.60486,435,-17
FL-62-1,1958,-2.19381,53.60484,425,-7
FL-62-1,1958,-2.17906,53.60479,431,3
FL-62-1,1958,-2.17644,53.60479,434,4
FL-62-1,1958,-2.17062,53.60481,435,13
FL-62-1,1958,-2.16077,53.60474,435,33
FL-62-1,1958,-2.1202,53.60493,449,83
FL-62-1,1958,-2.1129,53.60495,457,94
FL-62-1,1958,-2.10758,53.60492,477,104
FL-62-1,1958,-2.08887,53.60496,527,115
FL-62-1,1958,-2.08081,53.6048,543,118
FL-62-1,1958,-2.07309,53.6048,557,116
FL-62-1,1958,-2.0549,53.60463,588,106
FL-62-1,1958,-2.03859,53.60458,621,97
FL-62-1,1958,-2.02627,53.60458,650,87
FL-62-1,1958,-2.01696,53.60445,688,78
FL-62-1,1958,-2.00046,53.60454,739,69
FL-62-1,1958,-1.98873,53.60474,742,59
FL-62-1,1958,-1.97241,53.60489,671,48
FL-62-1,1958,-1.95414,53.60515,606,36
FL-62-1,1958,-1.93622,53.60544,577,26
FL-62-1,1958,-1.91427,53.6057,547,15
FL-62-1,1958,-1.87218,53.60602,596,6
FL-62-1,1958,-1.8613,53.60579,559,4
FL-62-1,1958,-1.8165,53.60487,494,8
FL-62-1,1958,-1.81076,53.60477,477,13
FL-62-1,1958,-1.79859,53.60462,462,14
FL-62-1,1958,-1.79217,53.60447,464,19
FL-62-1,1958,-1.78688,53.60437,467,15
FL-62-1,1958,-1.74677,53.60434,546,22
FL-62-1,1958,-1.74314,53.60442,536,24
FL-62-1,1958,-1.73981,53.60455,527,28
FL-62-1,1958,-1.7275,53.60488,494,24
FL-62-1,1958,-1.6159,53.60403,416,22
FL-63-1,1958,-3.06578,53.61768,305,-39
FL-63-1,1958,-2.94961,53.61841,314,-39
FL-63-1,1958,-2.93791,53.61833,315,-37
FL-63-1,1958,-2.90388,53.61847,315,-37
FL-63-1,1958,-2.87642,53.61872,313,-39
FL-63-1,1958,-2.80199,53.61935,315,-49
FL-63-1,1958,-2.74274,53.61947,376,-56
FL-63-1,1958,-2.71256,53.61958,377,-53
FL-63-1,1958,-2.68908,53.6199,381,-55
FL-63-1,1958,-2.65783,53.62011,390,-48
FL-63-1,1958,-2.63428,53.62013,381,-52
FL-63-1,1958,-2.62739,53.62011,381,-50
FL-63-1,1958,-2.58573,53.621,442,-56
FL-63-1,1958,-2.50201,53.62034,687,-61
FL-63-1,1958,-2.47768,53.62076,629,-65
FL-63-1,1958,-2.44172,53.62128,512,-64
FL-63-1,1958,-2.43706,53.62147,496,-65
FL-63-1,1958,-2.43236,53.62138,476,-67
FL-63-1,1958,-2.42619,53.62156,475,-66
FL-63-1,1958,-2.42453,53.62153,475,-61
FL-63-1,1958,-2.42185,53.62153,475,-63
FL-63-1,1958,-2.39562,53.62169,477,-60
FL-63-1,1958,-2.30493,53.62298,442,-59
FL-63-1,1958,-2.29569,53.62304,467,-57
FL-63-1,1958,-2.29416,53.62308,471,-58
FL-63-1,1958,-2.28775,53.62323,497,-56
FL-63-1,1958,-2.25739,53.62334,554,-44
FL-63-1,1958,-2.23091,53.62321,499,-36
FL-63-1,1958,-2.21757,53.62296,526,-25
FL-63-1,1958,-2.20112,53.62289,525,-15
FL-63-1,1958,-2.19109,53.62265,468,-6
FL-63-1,1958,-2.16722,53.62251,429,13
FL-63-1,1958,-2.16173,53.62241,441,23
FL-63-1,1958,-2.15589,53.62248,442,30
FL-63-1,1958,-2.14993,53.62249,438,50
FL-63-1,1958,-2.12486,53.62243,448,83
FL-63-1,1958,-2.11757,53.62251,453,93
FL-63-1,1958,-2.1082,53.62249,473,104
FL-63-1,1958,-2.08443,53.62247,526,114
FL-63-1,1958,-2.06259,53.62259,610,106
FL-63-1,1958,-2.04887,53.62219,642,97
FL-63-1,1958,-2.03935,53.62201,632,87
FL-63-1,1958,-2.03003,53.62185,675,78
FL-63-1,1958,-2.0176,53.62168,706,68
FL-63-1,1958,-2.00731,53.62169,714,58
FL-63-1,1958,-1.99672,53.62191,720,49
FL-63-1,1958,-1.98569,53.62211,728,39
FL-63-1,1958,-1.97284,53.62226,712,28
FL-63-1,1958,-1.95444,53.62256,689,18
FL-63-1,1958,-1.93292,53.62249,654,7
FL-63-1,1958,-1.89066,53.62218,533,-6
FL-63-1,1958,-1.88181,53.62221,520,4
FL-63-1,1958,-1.87894,53.62221,522,14
FL-63-1,1958,-1.87539,53.62234,518,4
FL-63-1,1958,-1.86677,53.62238,511,-4
FL-63-1,1958,-1.85777,53.62237,505,-1
FL-63-1,1958,-1.85278,53.62241,522,-4
FL-63-1,1958,-1.84749,53.62244,539,2
FL-63-1,1958,-1.84484,53.62249,548,-2
FL-63-1,1958,-1.80055,53.62238,433,2
FL-63-1,1958,-1.75468,53.62175,522,14
FL-63-1,1958,-1.68483,53.62149,481,27
FL-64-1,1958,-3.10749,53.63516,305,-49
FL-64-1,1958,-3.10017,53.63539,305,-51
FL-64-1,1958,-3.08499,53.63566,305,-50
FL-64-1,1958,-3.07857,53.63581,305,-51
FL-64-1,1958,-3.05967,53.63573,305,-39
FL-64-1,1958,-3.04144,53.63516,310,-37
FL-64-1,1958,-3.03448,53.63503,312,-39
FL-64-1,1958,-2.93933,53.63609,315,-36
FL-64-1,1958,-2.88853,53.64123,314,-39
FL-64-1,1958,-2.82832,53.64147,315,-49
FL-64-1,1958,-2.78151,53.642,315,-59
FL-64-1,1958,-2.72882,53.63953,335,-68
FL-64-1,1958,-2.72072,53.63915,339,-65
FL-64-1,1958,-2.68317,53.63793,377,-68
FL-64-1,1958,-2.65816,53.63759,365,-70
FL-64-1,1958,-2.64254,53.63741,369,-68
FL-64-1,1958,-2.63767,53.63735,380,-66
FL-64-1,1958,-2.62262,53.63724,399,-67
FL-64-1,1958,-2.61884,53.63739,397,-66
FL-64-1,1958,-2.61298,53.63756,397,-68
FL-64-1,1958,-2.48202,53.63933,554,-75
FL-64-1,1958,-2.30514,53.64158,492,-60
FL-64-1,1958,-2.28623,53.6414,577,-53
FL-64-1,1958,-2.2531,53.63983,612,-44
FL-64-1,1958,-2.22398,53.63981,601,-34
FL-64-1,1958,-2.19799,53.63988,602,-14
FL-64-1,1958,-2.17789,53.64013,536,5
FL-64-1,1958,-2.16762,53.64032,521,14
FL-64-1,1958,-2.15616,53.64032,515,24
FL-64-1,1958,-2.14875,53.64039,519,34
FL-64-1,1958,-2.14043,53.64049,512,44
FL-64-1,1958,-2.12754,53.6408,489,54
FL-64-1,1958,-2.08902,53.64164,472,79
FL-64-1,1958,-2.06915,53.64151,556,75
FL-64-1,1958,-2.0472,53.64072,669,67
FL-64-1,1958,-2.03032,53.64027,707,58
FL-64-1,1958,-2.01521,53.64014,666,47
FL-64-1,1958,-1.99923,53.63995,665,37
FL-64-1,1958,-1.98405,53.63976,664,27
FL-64-1,1958,-1.96687,53.63989,656,17
FL-64-1,1958,-1.944,53.64063,638,6
FL-64-1,1958,-1.90604,53.64142,617,-4
FL-64-1,1958,-1.86224,53.64286,579,-7
FL-64-1,1958,-1.82526,53.64363,495,-7
FL-64-1,1958,-1.80318,53.64247,454,2
FL-64-1,1958,-1.79025,53.64177,444,11
FL-64-1,1958,-1.78972,53.64173,444,12
FL-64-1,1958,-1.78767,53.64164,441,10
FL-64-1,1958,-1.78556,53.64154,439,38
FL-64-1,1958,-1.77996,53.64117,439,22
FL-64-1,1958,-1.77505,53.64089,443,8
FL-64-1,1958,-1.752,53.64035,455,22
FL-64-1,1958,-1.69634,53.64049,495,23
FL-64-1,1958,-1.6298,53.63967,501,33
FL-65-1,1958,-2.92619,53.65378,307,-40
FL-65-1,1958,-2.90328,53.65443,305,-40
FL-65-1,1958,-2.85793,53.65544,315,-50
FL-65-1,1958,-2.70294,53.6566,336,-79
FL-65-1,1958,-2.60678,53.65624,431,-77
FL-65-1,1958,-2.59564,53.65677,467,-77
FL-65-1,1958,-2.59098,53.65709,488,-75
FL-65-1,1958,-2.53988,53.65889,605,-76
FL-65-1,1958,-2.52152,53.65856,605,-75
FL-65-1,1958,-2.49242,53.65818,636,-75
FL-65-1,1958,-2.34741,53.65824,648,-63
FL-65-1,1958,-2.29874,53.65885,505,-56
FL-65-1,1958,-2.27194,53.65909,666,-43
FL-65-1,1958,-2.24715,53.65919,725,-32
FL-65-1,1958,-2.24026,53.65924,735,-28
FL-65-1,1958,-2.21969,53.6589,665,-23
FL-65-1,1958,-2.20351,53.65881,665,-13
FL-65-1,1958,-2.18827,53.65857,569,-5
FL-65-1,1958,-2.16452,53.65849,511,14
FL-65-1,1958,-2.13833,53.65846,598,36
FL-65-1,1958,-2.12477,53.65844,588,45
FL-65-1,1958,-2.1159,53.65835,567,50
FL-65-1,1958,-2.1073,53.65835,544,49
FL-65-1,1958,-2.09582,53.65824,509,54
FL-65-1,1958,-2.06583,53.65868,582,45
FL-65-1,1958,-2.03473,53.65913,683,37
FL-65-1,1958,-2.01797,53.65925,656,27
FL-65-1,1958,-1.98956,53.65947,633,16
FL-65-1,1958,-1.96349,53.66,611,9
FL-65-1,1958,-1.95558,53.66015,601,8
FL-65-1,1958,-1.94032,53.66004,531,-2
FL-65-1,1958,-1.87808,53.65843,575,-8
FL-65-1,1958,-1.86809,53.65842,583,-5
FL-65-1,1958,-1.85735,53.65773,583,0
FL-65-1,1958,-1.84343,53.65587,549,13
FL-65-1,1958,-1.77337,53.65719,402,-9
FL-65-1,1958,-1.76158,53.65771,394,1
FL-65-1,1958,-1.75969,53.6578,397,11
FL-65-1,1958,-1.75704,53.65788,403,21
FL-65-1,1958,-1.75493,53.65792,406,24
FL-65-1,1958,-1.75213,53.65801,410,27
FL-65-1,1958,-1.75031,53.65814,415,31
FL-65-1,1958,-1.7466,53.65822,425,55
FL-65-1,1958,-1.74312,53.65835,436,21
FL-65-1,1958,-1.74153,53.65843,441,12
FL-65-1,1958,-1.7382,53.65856,450,8
FL-65-1,1958,-1.72973,53.6589,451,12
FL-65-1,1958,-1.65913,53.65972,454,32
FL-65-1,1958,-1.62206,53.65911,417,41
FL-65-1,1958,-1.60897,53.65889,393,43
FL-65-1,1958,-1.60367,53.65887,380,41
FL-66-1,1958,-3.11247,53.67175,305,-56
FL-66-1,1958,-3.08806,53.67158,305,-55
FL-66-1,1958,-3.06397,53.67134,305,-50
FL-66-1,1958,-3.02576,53.67319,305,-46
FL-66-1,1958,-3.02415,53.67325,305,-50
FL-66-1,1958,-2.98994,53.67465,305,-44
FL-66-1,1958,-2.94258,53.67338,315,-47
FL-66-1,1958,-2.91947,53.67267,315,-44
FL-66-1,1958,-2.87472,53.67206,317,-50
FL-66-1,1958,-2.87215,53.67197,318,-50
FL-66-1,1958,-2.63603,53.67393,494,-84
FL-66-1,1958,-2.59058,53.67393,450,-82
FL-66-1,1958,-2.53197,53.67462,602,-81
FL-66-1,1958,-2.45995,53.67538,568,-76
FL-66-1,1958,-2.44813,53.67569,555,-78
FL-66-1,1958,-2.44063,53.67562,577,-74
FL-66-1,1958,-2.42597,53.67581,602,-73
FL-66-1,1958,-2.40417,53.67646,596,-68
FL-66-1,1958,-2.39563,53.67675,597,-69
FL-66-1,1958,-2.37392,53.67718,670,-64
FL-66-1,1958,-2.3527,53.67712,614,-64
FL-66-1,1958,-2.31596,53.67627,494,-57
FL-66-1,1958,-2.28935,53.67579,604,-44
FL-66-1,1958,-2.26172,53.6755,681,-33
FL-66-1,1958,-2.23894,53.67528,667,-23
FL-66-1,1958,-2.21478,53.67494,717,-12
FL-66-1,1958,-2.19716,53.67576,655,-3
FL-66-1,1958,-2.18578,53.67653,627,6
FL-66-1,1958,-2.17233,53.67735,596,15
FL-66-1,1958,-2.16314,53.67778,572,25
FL-66-1,1958,-2.14761,53.67758,692,37
FL-66-1,1958,-2.1186,53.67698,658,41
FL-66-1,1958,-2.0929,53.67693,562,35
FL-66-1,1958,-2.05366,53.67659,672,27
FL-66-1,1958,-2.01591,53.67516,687,17
FL-66-1,1958,-1.98124,53.6763,607,5
FL-66-1,1958,-1.93832,53.67654,475,-8
FL-66-1,1958,-1.90505,53.67625,480,-14
FL-66-1,1958,-1.89687,53.67615,487,-9
FL-66-1,1958,-1.87061,53.6759,507,-14
FL-66-1,1958,-1.86009,53.67585,473,-9
FL-66-1,1958,-1.84949,53.67588,481,-13
FL-66-1,1958,-1.83557,53.67618,481,-8
FL-66-1,1958,-1.82512,53.6767,473,-4
FL-66-1,1958,-1.81974,53.67692,490,-7
FL-66-1,1958,-1.76238,53.67762,443,1
FL-66-1,1958,-1.73188,53.6772,388,10
FL-66-1,1958,-1.68957,53.67575,397,20
FL-66-1,1958,-1.66899,53.67551,394,27
FL-66-1,1958,-1.66786,53.67551,395,40
FL-66-1,1958,-1.66241,53.6754,396,50
FL-66-1,1958,-1.66037,53.67544,395,60
FL-66-1,1958,-1.6584,53.67544,393,70
FL-66-1,1958,-1.65658,53.67539,392,95
FL-66-1,1958,-1.65507,53.67534,391,195
FL-66-1,1958,-1.65068,53.67532,384,40
FL-66-1,1958,-1.64545,53.67531,379,33
FL-66-1,1958,-1.64099,53.67539,377,40
FL-66-1,1958,-1.63751,53.67542,376,48
FL-66-1,1958,-1.63251,53.67554,373,40
FL-66-1,1958,-1.62865,53.67553,371,38
FL-66-1,1958,-1.62675,53.67561,368,40
FL-66-1,1958,-1.62282,53.67555,362,64
FL-66-1,1958,-1.62161,53.6756,360,73
FL-66-1,1958,-1.62055,53.67559,359,64
FL-66-1,1958,-1.62009,53.67568,359,59
