line_and_segment,year,longitude,latitude,height_m,total_field_anomaly_nt
TL-11-1,1958,-2.90462,53.44652,328,-36
TL-11-1,1958,-2.90476,53.47492,320,-40
TL-11-1,1958,-2.9052,53.49073,321,-37
TL-11-1,1958,-2.90589,53.49676,324,-37
TL-11-1,1958,-2.90641,53.51207,337,-43
TL-11-1,1958,-2.90574,53.55013,345,-37
TL-11-1,1958,-2.9068,53.60108,320,-33
TL-11-1,1958,-2.90688,53.61833,315,-37
TL-11-1,1958,-2.91126,53.65208,305,-40
TL-11-1,1958,-2.9122,53.69914,313,-50
TL-11-1,1958,-2.91561,53.77335,326,-58
TL-11-1,1958,-2.91386,53.78507,335,-62
TL-11-1,1958,-2.914,53.78578,335,-61
TL-11-1,1958,-2.91232,53.80263,339,-57
TL-11-1,1958,-2.91346,53.81824,327,-61
TL-11-1,1958,-2.91311,53.8869,315,-43
TL-11-1,1958,-2.91292,53.89678,315,-40
TL-11-1,1958,-2.91335,53.90737,315,-39
TL-11-1,1958,-2.91593,53.95871,305,-27
TL-11-1,1958,-2.9167,53.96471,305,-25
TL-11-1,1958,-2.91822,53.97576,305,-15
TL-11-1,1958,-2.91843,53.98583,305,-11
TL-11-1,1958,-2.91881,54.00673,305,-13
TL-11-1,1958,-2.91902,54.01902,305,-12
TL-11-1,1958,-2.92069,54.05248,305,-14
TL-11-1,1958,-2.9216,54.06613,305,-16
TL-11-1,1958,-2.92255,54.08218,305,-20
TL-11-1,1958,-2.92393,54.09674,305,-16
TL-11-1,1958,-2.92568,54.13544,305,-7
TL-11-1,1958,-2.92517,54.14027,305,-4
TL-11-1,1958,-2.92479,54.15072,305,-3
TL-11-1,1958,-2.92169,54.16737,311,3
TL-12-1,1958,-2.74971,53.22312,340,-39
TL-12-1,1958,-2.7497,53.22853,341,-37
TL-12-1,1958,-2.74983,53.23182,343,-40
TL-12-1,1958,-2.75141,53.29622,307,-27
TL-12-1,1958,-2.75123,53.30089,310,-25
TL-12-1,1958,-2.7514,53.30191,310,-23
TL-12-1,1958,-2.75457,53.37881,332,-18
TL-12-1,1958,-2.75499,53.40692,363,-24
TL-12-1,1958,-2.75491,53.40803,364,-30
TL-12-1,1958,-2.75508,53.4189,371,-22
TL-12-1,1958,-2.75513,53.42168,371,-24
TL-12-1,1958,-2.75508,53.42569,371,-27
TL-12-1,1958,-2.75559,53.45712,353,-25
TL-12-1,1958,-2.75611,53.47368,345,-16
TL-12-1,1958,-2.75567,53.50907,367,-6
TL-12-1,1958,-2.75573,53.52032,378,-3
TL-12-1,1958,-2.75647,53.53311,382,-5
TL-12-1,1958,-2.75649,53.5368,386,-4
TL-12-1,1958,-2.75689,53.54232,392,-6
TL-12-1,1958,-2.75753,53.56387,424,-16
TL-12-1,1958,-2.75736,53.57882,347,-28
TL-12-1,1958,-2.75782,53.59129,364,-37
TL-12-1,1958,-2.75807,53.60986,366,-48
TL-12-1,1958,-2.75933,53.63042,332,-59
TL-12-1,1958,-2.75993,53.6516,315,-69
TL-12-1,1958,-2.75989,53.65592,315,-73
TL-12-1,1958,-2.76055,53.67346,325,-70
TL-12-1,1958,-2.76119,53.70929,356,-73
TL-12-1,1958,-2.76056,53.73892,344,-70
TL-12-1,1958,-2.76056,53.74643,342,-68
TL-12-1,1958,-2.7607,53.74928,340,-69
TL-12-1,1958,-2.75962,53.79104,335,-63
TL-12-1,1958,-2.75989,53.80091,335,-64
TL-12-1,1958,-2.76064,53.81257,331,-62
TL-12-1,1958,-2.76245,53.90953,330,-43
TL-12-1,1958,-2.76197,53.91785,340,-43
TL-12-1,1958,-2.76219,53.93285,346,-33
TL-12-1,1958,-2.76371,53.99774,379,-21
TL-12-1,1958,-2.76449,54.02501,401,-23
TL-12-1,1958,-2.76609,54.11147,363,-35
TL-12-1,1958,-2.76608,54.12183,344,-32
TL-12-1,1958,-2.76561,54.13044,318,-35
TL-12-1,1958,-2.76539,54.13186,317,-37
TL-12-1,1958,-2.76555,54.13353,317,-40
TL-12-1,1958,-2.76518,54.13945,322,-39
TL-12-1,1958,-2.76673,54.14457,336,-36
TL-12-1,1958,-2.76797,54.15277,369,-38
TL-13-1,1958,-2.45181,53.25254,337,-48
TL-13-1,1958,-2.45149,53.25745,335,-41
TL-13-1,1958,-2.45153,53.2619,335,-40
TL-13-1,1958,-2.45154,53.26655,335,-37
TL-13-1,1958,-2.45351,53.34005,355,-33
TL-13-1,1958,-2.45377,53.34742,355,-32
TL-13-1,1958,-2.45428,53.35728,348,-37
TL-13-1,1958,-2.45421,53.40563,325,-31
TL-13-1,1958,-2.45404,53.40923,325,-31
TL-13-1,1958,-2.45433,53.42405,325,-29
TL-13-1,1958,-2.4545,53.42926,325,-32
TL-13-1,1958,-2.45519,53.43866,325,-32
TL-13-1,1958,-2.45551,53.4428,325,-33
TL-13-1,1958,-2.45583,53.45181,325,-32
TL-13-1,1958,-2.45671,53.46356,325,-36
TL-13-1,1958,-2.45459,53.49683,335,-47
TL-13-1,1958,-2.45442,53.50324,335,-46
TL-13-1,1958,-2.45496,53.50505,335,-47
TL-13-1,1958,-2.45497,53.50674,335,-48
TL-13-1,1958,-2.45806,53.52564,373,-49
TL-13-1,1958,-2.45937,53.5325,392,-51
TL-13-1,1958,-2.45937,53.53903,410,-47
TL-13-1,1958,-2.45902,53.54922,436,-47
TL-13-1,1958,-2.45558,53.59177,410,-58
TL-13-1,1958,-2.45578,53.6039,487,-60
TL-13-1,1958,-2.45534,53.6615,613,-75
TL-13-1,1958,-2.45514,53.69071,517,-78
TL-13-1,1958,-2.45531,53.70035,526,-77
TL-13-1,1958,-2.45599,53.71628,451,-78
TL-13-1,1958,-2.45528,53.82146,360,-72
TL-13-1,1958,-2.45527,53.82632,355,-80
TL-13-1,1958,-2.45778,53.88545,415,-73
TL-13-1,1958,-2.45774,53.90915,544,-76
TL-13-1,1958,-2.45782,53.91842,575,-74
TL-13-1,1958,-2.45793,53.93368,499,-70
TL-13-1,1958,-2.45773,53.94997,454,-61
TL-13-1,1958,-2.45819,53.97126,484,-51
TL-13-1,1958,-2.45857,53.99954,579,-43
TL-13-1,1958,-2.45774,54.01774,634,-39
TL-13-1,1958,-2.45617,54.02886,597,-32
TL-13-1,1958,-2.45385,54.04,720,-30
TL-13-1,1958,-2.45162,54.04966,661,-28
TL-13-1,1958,-2.45555,54.08226,625,-20
TL-13-1,1958,-2.45736,54.09814,477,-13
TL-13-1,1958,-2.45959,54.11202,452,-4
TL-13-1,1958,-2.4598,54.13424,459,6
TL-13-1,1958,-2.45944,54.13738,462,7
TL-13-1,1958,-2.45992,54.14177,458,8
TL-13-1,1958,-2.46014,54.15367,477,16
TL-13-1,1958,-2.46099,54.16539,500,27
TL-13-1,1958,-2.46034,54.17877,613,34
TL-13-1,1958,-2.45974,54.18523,637,39
TL-14-1,1958,-2.30328,53.52893,360,0
TL-14-1,1958,-2.3034,53.53463,364,3
TL-14-1,1958,-2.30343,53.54139,396,12
TL-14-1,1958,-2.30506,53.60732,405,-54
TL-14-1,1958,-2.30493,53.6172,440,-57
TL-14-1,1958,-2.30502,53.62296,442,-59
TL-14-1,1958,-2.30527,53.64166,492,-60
TL-14-1,1958,-2.3052,53.64437,504,-59
TL-14-1,1958,-2.30537,53.65125,482,-61
TL-14-1,1958,-2.30593,53.66271,488,-56
TL-14-1,1958,-2.30566,53.69043,514,-46
TL-14-1,1958,-2.30554,53.75783,626,-37
TL-14-1,1958,-2.30535,53.76786,537,-42
TL-14-1,1958,-2.30531,53.77229,503,-43
TL-14-1,1958,-2.30542,53.77908,457,-49
TL-14-1,1958,-2.30534,53.78271,440,-46
TL-14-1,1958,-2.30578,53.80491,413,-60
TL-14-1,1958,-2.30585,53.8073,418,-59
TL-14-1,1958,-2.30563,53.80838,421,-60
TL-14-1,1958,-2.30488,53.83154,511,-69
TL-14-1,1958,-2.30394,53.84707,645,-71
TL-14-1,1958,-2.30535,53.86482,750,-64
TL-14-1,1958,-2.30523,53.86994,764,-66
TL-14-1,1958,-2.30579,53.8794,656,-67
TL-14-1,1958,-2.30586,53.88878,510,-74
TL-14-1,1958,-2.30596,53.89809,454,-71
TL-14-1,1958,-2.30582,53.90108,444,-70
TL-14-1,1958,-2.30598,53.90188,441,-71
TL-14-1,1958,-2.30636,53.91856,443,-79
TL-14-1,1958,-2.30643,53.92401,447,-78
TL-14-1,1958,-2.30631,53.9551,469,-71
TL-14-1,1958,-2.3055,53.9816,494,-61
TL-14-1,1958,-2.30456,54.00418,486,-52
TL-14-1,1958,-2.30462,54.02342,459,-42
TL-14-1,1958,-2.30454,54.03732,457,-33
TL-14-1,1958,-2.305,54.05133,461,-23
TL-14-1,1958,-2.30526,54.06485,469,-13
TL-14-1,1958,-2.30488,54.07941,513,-2
TL-14-1,1958,-2.30597,54.09706,593,9
TL-14-1,1958,-2.30676,54.11184,581,19
TL-14-1,1958,-2.30724,54.1189,549,21
TL-14-1,1958,-2.30732,54.12645,593,30
TL-14-1,1958,-2.30731,54.13034,628,33
TL-14-1,1958,-2.30759,54.13505,621,39
TL-14-1,1958,-2.30766,54.14007,612,49
TL-14-1,1958,-2.30778,54.14217,607,59
TL-14-1,1958,-2.30766,54.14374,602,66
TL-14-1,1958,-2.30744,54.1459,594,53
TL-14-1,1958,-2.30764,54.1494,585,59
TL-14-1,1958,-2.30768,54.15457,568,68
TL-14-1,1958,-2.30779,54.16398,572,88
TL-14-1,1958,-2.30792,54.16728,579,98
TL-14-1,1958,-2.30794,54.17147,590,108
TL-14-1,1958,-2.30776,54.1744,599,119
TL-14-1,1958,-2.30808,54.17634,601,121
TL-14-1,1958,-2.30808,54.18887,626,129
TL-14-1,1958,-2.30759,54.19947,650,119
TL-15-1,1958,-2.15219,53.50464,391,74
TL-15-1,1958,-2.15236,53.50906,410,77
TL-15-1,1958,-2.15363,53.53696,405,46
TL-15-1,1958,-2.15355,53.54385,416,47
TL-15-1,1958,-2.15475,53.58688,485,35
TL-15-1,1958,-2.15518,53.59326,465,39
TL-15-1,1958,-2.1551,53.59496,457,35
TL-15-1,1958,-2.15331,53.63294,465,30
TL-15-1,1958,-2.15295,53.65268,512,24
TL-15-1,1958,-2.15293,53.65918,556,24
TL-15-1,1958,-2.15424,53.67822,632,36
TL-15-1,1958,-2.15423,53.68802,683,47
TL-15-1,1958,-2.15404,53.6929,687,51
TL-15-1,1958,-2.15294,53.70835,651,54
TL-15-1,1958,-2.15262,53.71161,655,51
TL-15-1,1958,-2.15182,53.71971,660,46
TL-15-1,1958,-2.15132,53.72795,647,37
TL-15-1,1958,-2.151,53.72915,637,35
TL-15-1,1958,-2.15083,53.73083,629,35
TL-15-1,1958,-2.15105,53.73357,611,25
TL-15-1,1958,-2.1525,53.73981,613,15
TL-15-1,1958,-2.15331,53.74689,637,7
TL-15-1,1958,-2.15344,53.7488,647,5
TL-15-1,1958,-2.15358,53.7584,656,-5
TL-15-1,1958,-2.15435,53.76969,625,-16
TL-15-1,1958,-2.15542,53.80222,608,-36
TL-15-1,1958,-2.15322,53.84028,554,-55
TL-15-1,1958,-2.1531,53.84841,508,-55
TL-15-1,1958,-2.15313,53.8538,488,-54
TL-15-1,1958,-2.15328,53.85705,484,-57
TL-15-1,1958,-2.15352,53.85999,481,-60
TL-15-1,1958,-2.1534,53.8616,482,-62
TL-15-1,1958,-2.15321,53.86374,488,-60
TL-15-1,1958,-2.15319,53.87382,515,-61
TL-15-1,1958,-2.15372,53.99973,450,-52
TL-15-1,1958,-2.15507,54.03119,491,-42
TL-15-1,1958,-2.15455,54.03847,509,-38
TL-15-1,1958,-2.15434,54.04406,525,-36
TL-15-1,1958,-2.15388,54.05523,527,-33
TL-15-1,1958,-2.15342,54.06312,546,-28
TL-15-1,1958,-2.15413,54.08674,691,-19
TL-15-1,1958,-2.15386,54.09958,721,-16
TL-15-1,1958,-2.15347,54.1092,755,-8
TL-15-1,1958,-2.15309,54.12078,706,1
TL-15-1,1958,-2.15222,54.1396,786,23
TL-15-1,1958,-2.15342,54.14983,783,32
TL-15-1,1958,-2.15405,54.15892,681,37
TL-15-1,1958,-2.15435,54.16365,657,38
TL-15-1,1958,-2.15452,54.16492,648,39
TL-15-1,1958,-2.15437,54.1757,713,51
TL-15-1,1958,-2.15464,54.17754,750,61
TL-15-1,1958,-2.15453,54.18166,831,73
TL-15-1,1958,-2.15507,54.18481,875,84
TL-15-1,1958,-2.15501,54.1892,848,93
TL-15-1,1958,-2.155,54.19559,788,100
TL-15-1,1958,-2.15503,54.1986,746,91
TL-16-1,1958,-2.00037,53.49731,618,82
TL-16-1,1958,-2.00254,53.50997,660,81
TL-16-1,1958,-2.0023,53.51481,683,82
TL-16-1,1958,-2.00164,53.52596,672,80
TL-16-1,1958,-2.0014,53.53349,608,81
TL-16-1,1958,-2.00091,53.55743,530,71
TL-16-1,1958,-2.00124,53.57133,580,76
TL-16-1,1958,-2.00132,53.57893,616,79
TL-16-1,1958,-2.00123,53.58398,631,77
TL-16-1,1958,-2.00173,53.61564,735,59
TL-16-1,1958,-2.00192,53.62573,704,48
TL-16-1,1958,-2.0028,53.6406,663,37
TL-16-1,1958,-2.00368,53.65247,681,27
TL-16-1,1958,-2.00545,53.67003,693,17
TL-16-1,1958,-2.00663,53.68653,618,9
TL-16-1,1958,-2.00745,53.69706,610,9
TL-16-1,1958,-2.0068,53.70088,599,7
TL-16-1,1958,-2.00578,53.70722,581,7
TL-16-1,1958,-2.0051,53.71401,573,4
TL-16-1,1958,-2.00438,53.71961,550,0
TL-16-1,1958,-2.0046,53.72425,542,1
TL-16-1,1958,-2.00422,53.72997,504,-3
TL-16-1,1958,-2.00306,53.74848,585,-6
TL-16-1,1958,-2.00278,53.75307,628,-8
TL-16-1,1958,-2.00263,53.76066,687,-9
TL-16-1,1958,-2.00262,53.76437,686,-13
TL-16-1,1958,-2.00274,53.77202,673,-16
TL-16-1,1958,-2.00174,53.80051,710,-24
TL-16-1,1958,-2.00235,53.8083,699,-27
TL-16-1,1958,-2.00376,53.8271,588,-37
TL-16-1,1958,-2.00362,53.82858,583,-39
TL-16-1,1958,-2.00429,53.83297,571,-38
TL-16-1,1958,-2.00311,53.8755,615,-28
TL-16-1,1958,-2.00325,53.88033,593,-28
TL-16-1,1958,-2.00178,53.91618,477,-21
TL-16-1,1958,-2.00189,53.91858,473,-23
TL-16-1,1958,-2.00167,53.92812,454,-24
TL-16-1,1958,-2.00151,53.94678,486,-27
TL-16-1,1958,-2.00071,53.96771,470,-25
TL-16-1,1958,-2.00065,53.97538,471,-28
TL-16-1,1958,-2.00085,53.98049,490,-31
TL-16-1,1958,-2.00155,53.99134,605,-29
TL-16-1,1958,-2.00192,54.04516,610,-20
TL-16-1,1958,-2.00251,54.05828,506,-12
TL-16-1,1958,-2.00204,54.06012,504,-8
TL-16-1,1958,-2.00143,54.06653,501,-10
TL-16-1,1958,-2.00262,54.08279,563,9
TL-16-1,1958,-2.00155,54.09015,600,19
TL-16-1,1958,-2.00192,54.0981,631,30
TL-16-1,1958,-2.00014,54.10819,678,41
TL-16-1,1958,-2.0008,54.12061,734,52
TL-16-1,1958,-2.00026,54.1324,803,55
TL-16-1,1958,-2.00061,54.14406,865,54
TL-16-1,1958,-2.0008,54.15078,899,57
TL-16-1,1958,-2.00124,54.17148,882,51
TL-16-1,1958,-2.00141,54.1795,849,50
TL-16-1,1958,-2.00116,54.18106,844,48
TL-16-1,1958,-2.00148,54.18661,804,49
TL-16-1,1958,-2.00187,54.19469,733,41
TL-17-1,1958,-1.69807,53.50459,599,81
TL-17-1,1958,-1.69798,53.50706,601,87
TL-17-1,1958,-1.69792,53.51506,579,90
TL-17-1,1958,-1.69797,53.51884,566,93
TL-17-1,1958,-1.69803,53.52036,565,86
TL-17-1,1958,-1.69816,53.52329,563,73
TL-17-1,1958,-1.6982,53.52783,559,76
TL-17-1,1958,-1.69852,53.53713,634,77
TL-17-1,1958,-1.6985,53.53987,628,74
TL-17-1,1958,-1.69864,53.55066,607,72
TL-17-1,1958,-1.69861,53.55565,602,66
TL-17-1,1958,-1.69798,53.57968,538,45
TL-17-1,1958,-1.69793,53.58701,496,38
TL-17-1,1958,-1.6978,53.59447,486,33
TL-17-1,1958,-1.69773,53.60467,495,28
TL-17-1,1958,-1.69806,53.62144,455,22
TL-17-1,1958,-1.69831,53.62859,466,23
TL-17-1,1958,-1.69858,53.63331,493,23
TL-17-1,1958,-1.69831,53.6604,456,24
TL-17-1,1958,-1.69789,53.667,435,21
TL-17-1,1958,-1.69762,53.67204,414,16
TL-17-1,1958,-1.69737,53.67644,386,9
TL-17-1,1958,-1.69712,53.67959,367,20
TL-17-1,1958,-1.69699,53.68575,388,25
TL-17-1,1958,-1.6974,53.69276,412,24
TL-17-1,1958,-1.69767,53.69685,418,27
TL-17-1,1958,-1.69794,53.70112,418,25
TL-17-1,1958,-1.69843,53.708,409,30
TL-17-1,1958,-1.69883,53.71465,390,30
TL-17-1,1958,-1.69881,53.71699,386,30
TL-17-1,1958,-1.69828,53.74057,435,40
TL-17-1,1958,-1.6989,53.76108,513,47
TL-17-1,1958,-1.69975,53.77793,467,40
TL-17-1,1958,-1.69746,53.80702,469,30
TL-17-1,1958,-1.69809,53.86468,444,44
TL-17-1,1958,-1.69816,53.87,455,42
TL-17-1,1958,-1.69491,53.92814,448,52
TL-17-1,1958,-1.69438,53.94194,483,51
TL-17-1,1958,-1.69431,53.95111,433,54
TL-17-1,1958,-1.6941,53.96845,485,54
TL-17-1,1958,-1.69418,53.97446,471,54
TL-17-1,1958,-1.6943,53.98137,480,55
TL-17-1,1958,-1.6944,54.00634,519,58
TL-17-1,1958,-1.69426,54.01347,530,63
TL-17-1,1958,-1.69446,54.01543,525,60
TL-17-1,1958,-1.69395,54.03512,411,65
TL-17-1,1958,-1.69475,54.04854,435,76
TL-17-1,1958,-1.69462,54.06253,478,86
TL-17-1,1958,-1.69434,54.08526,523,94
TL-17-1,1958,-1.69418,54.11321,546,87
TL-17-1,1958,-1.6934,54.1359,524,67
TL-17-1,1958,-1.69323,54.14487,484,56
