Easting[m],Northing[m],Vp[km/s],ElevationReference[m],ElevationLidar[m]1,x[m],y[m],z[m],Vs[km/s],Vp/Vs
335050.507,4264815.918,4.184,519.650,1644.646,2250.000,4125.000,1125.000,2.486,1.683
335175.507,4265065.918,4.357,519.660,1644.659,2375.000,4375.000,1125.000,2.589,1.683
334800.507,4264190.918,3.997,519.670,1644.675,2000.000,3500.000,1125.000,2.375,1.683
335800.507,4260690.918,5.820,480.290,1730.294,3000.000,0.000,1250.000,3.409,1.707
335425.507,4265565.918,5.639,519.840,1644.843,2625.000,4875.000,1125.000,3.351,1.683
334550.507,4263565.918,3.468,519.870,1644.872,1750.000,2875.000,1125.000,2.061,1.683
336675.507,4264315.918,5.820,480.100,1730.103,3875.000,3625.000,1250.000,3.409,1.707
336675.507,4261440.918,5.820,519.950,1769.945,3875.000,750.000,1250.000,3.409,1.707
333550.507,4264065.918,3.490,480.040,1605.042,750.000,3375.000,1125.000,2.074,1.683
334425.507,4265565.918,3.362,480.000,1605.004,1625.000,4875.000,1125.000,1.998,1.683
334925.507,4264440.918,4.526,520.010,1645.008,2125.000,3750.000,1125.000,2.689,1.683
336800.507,4264565.918,5.820,479.970,1729.971,4000.000,3875.000,1250.000,3.409,1.707
333175.507,4262440.918,3.325,479.970,1604.975,375.000,1750.000,1125.000,1.976,1.683
334300.507,4265190.918,3.374,479.920,1604.917,1500.000,4500.000,1125.000,2.005,1.683
333925.507,4264315.918,3.459,479.920,1604.922,1125.000,3625.000,1125.000,2.055,1.683
334925.507,4263440.918,3.717,520.100,1645.105,2125.000,2750.000,1125.000,2.209,1.683
334925.507,4263690.918,3.930,520.130,1645.132,2125.000,3000.000,1125.000,2.335,1.683
333550.507,4263690.918,3.402,479.850,1604.854,750.000,3000.000,1125.000,2.021,1.683
332800.507,4261565.918,3.301,479.850,1604.852,0.000,875.000,1125.000,1.961,1.683
335800.507,4260940.918,5.820,479.790,1729.786,3000.000,250.000,1250.000,3.409,1.707
336300.507,4262940.918,5.820,479.740,1729.740,3500.000,2250.000,1250.000,3.409,1.707
334550.507,4263315.918,3.405,520.300,1645.298,1750.000,2625.000,1125.000,2.023,1.683
332925.507,4261940.918,3.299,479.630,1604.631,125.000,1250.000,1125.000,1.960,1.683
334550.507,4263190.918,3.401,520.370,1645.367,1750.000,2500.000,1125.000,2.021,1.683
333675.507,4264190.918,3.483,479.610,1604.612,875.000,3500.000,1125.000,2.070,1.683
336050.507,4261940.918,5.820,479.600,1729.595,3250.000,1250.000,1250.000,3.409,1.707
333925.507,4264565.918,3.437,479.600,1604.604,1125.000,3875.000,1125.000,2.042,1.683
337800.507,4264815.918,5.820,520.430,1770.429,5000.000,4125.000,1250.000,3.409,1.707
337300.507,4263940.918,5.820,520.450,1770.454,4500.000,3250.000,1250.000,3.409,1.707
333925.507,4260940.918,3.395,520.500,1645.504,1125.000,250.000,1125.000,2.017,1.683
337300.507,4265440.918,5.820,479.500,1729.500,4500.000,4750.000,1250.000,3.409,1.707
333925.507,4261315.918,4.317,520.540,1645.536,1125.000,625.000,1125.000,2.565,1.683
337425.507,4263565.918,5.820,520.580,1770.579,4625.000,2875.000,1250.000,3.409,1.707
332800.507,4261690.918,3.300,479.410,1604.414,0.000,1000.000,1125.000,1.961,1.683
336675.507,4261065.918,5.820,520.590,1770.588,3875.000,375.000,1250.000,3.409,1.707
334425.507,4262815.918,3.518,520.690,1645.695,1625.000,2125.000,1125.000,2.090,1.683
334050.507,4264815.918,3.405,479.300,1604.297,1250.000,4125.000,1125.000,2.023,1.683
336675.507,4261315.918,5.820,520.710,1770.711,3875.000,625.000,1250.000,3.409,1.707
337050.507,4263065.918,5.820,520.710,1770.711,4250.000,2375.000,1250.000,3.409,1.707
333675.507,4260815.918,3.348,520.710,1645.711,875.000,125.000,1125.000,1.989,1.683
333425.507,4263440.918,3.441,479.240,1604.241,625.000,2750.000,1125.000,2.045,1.683
335300.507,4265190.918,5.093,520.770,1645.771,2500.000,4500.000,1125.000,3.026,1.683
337300.507,4263565.918,5.820,520.790,1770.788,4500.000,2875.000,1250.000,3.409,1.707
333050.507,4262190.918,3.303,479.170,1604.170,250.000,1500.000,1125.000,1.963,1.683
334425.507,4265690.918,3.362,479.130,1604.132,1625.000,5000.000,1125.000,1.998,1.683
336175.507,4262565.918,5.820,479.100,1729.102,3375.000,1875.000,1250.000,3.409,1.707
334175.507,4265065.918,3.389,479.090,1604.090,1375.000,4375.000,1125.000,2.014,1.683
334050.507,4261815.918,5.658,520.920,1645.916,1250.000,1125.000,1125.000,3.362,1.683
336675.507,4260815.918,5.820,520.940,1770.940,3875.000,125.000,1250.000,3.409,1.707
333175.507,4262565.918,3.338,479.040,1604.038,375.000,1875.000,1125.000,1.983,1.683
337800.507,4264690.918,5.820,520.970,1770.973,5000.000,4000.000,1250.000,3.409,1.707
336300.507,4263065.918,5.820,479.010,1729.007,3500.000,2375.000,1250.000,3.409,1.707
335800.507,4261315.918,5.820,479.010,1729.010,3000.000,625.000,1250.000,3.409,1.707
337050.507,4262940.918,5.820,521.000,1771.000,4250.000,2250.000,1250.000,3.409,1.707
335050.507,4263565.918,4.296,521.050,1646.051,2250.000,2875.000,1125.000,2.553,1.683
337050.507,4264940.918,5.820,478.910,1728.907,4250.000,4250.000,1250.000,3.409,1.707
334550.507,4263440.918,3.440,521.180,1646.183,1750.000,2750.000,1125.000,2.044,1.683
335800.507,4261065.918,5.820,478.820,1728.822,3000.000,375.000,1250.000,3.409,1.707
334800.507,4264065.918,3.984,521.190,1646.189,2000.000,3375.000,1125.000,2.367,1.683
333300.507,4262940.918,3.394,478.680,1603.678,500.000,2250.000,1125.000,2.017,1.683
333050.507,4262315.918,3.310,478.630,1603.630,250.000,1625.000,1125.000,1.967,1.683
335800.507,4260815.918,5.820,478.630,1728.630,3000.000,125.000,1250.000,3.409,1.707
336675.507,4260940.918,5.820,521.500,1771.502,3875.000,250.000,1250.000,3.409,1.707
336675.507,4261190.918,5.820,521.590,1771.594,3875.000,500.000,1250.000,3.409,1.707
332800.507,4261815.918,3.299,478.370,1603.370,0.000,1125.000,1125.000,1.960,1.683
333675.507,4260690.918,3.344,521.650,1646.649,875.000,0.000,1125.000,1.987,1.683
334050.507,4264940.918,3.404,478.320,1603.320,1250.000,4250.000,1125.000,2.023,1.683
337550.507,4264190.918,5.820,521.700,1771.697,4750.000,3500.000,1250.000,3.409,1.707
337300.507,4265565.918,5.820,478.260,1728.261,4500.000,4875.000,1250.000,3.409,1.707
334050.507,4261690.918,5.621,521.870,1646.871,1250.000,1000.000,1125.000,3.340,1.683
337175.507,4265315.918,5.820,478.110,1728.114,4375.000,4625.000,1250.000,3.409,1.707
336550.507,4264190.918,5.820,478.100,1728.096,3750.000,3500.000,1250.000,3.409,1.707
336925.507,4262565.918,5.820,521.910,1771.913,4125.000,1875.000,1250.000,3.409,1.707
336925.507,4264815.918,5.820,478.090,1728.086,4125.000,4125.000,1250.000,3.409,1.707
333800.507,4264190.918,3.507,478.040,1603.040,1000.000,3500.000,1125.000,2.084,1.683
334300.507,4265315.918,3.374,478.000,1602.997,1500.000,4625.000,1125.000,2.005,1.683
334175.507,4262065.918,5.378,522.020,1647.019,1375.000,1375.000,1125.000,3.195,1.683
336800.507,4262190.918,5.820,522.090,1772.089,4000.000,1500.000,1250.000,3.409,1.707
336925.507,4260690.918,5.820,522.100,1772.097,4125.000,0.000,1250.000,3.409,1.707
333175.507,4262690.918,3.353,477.830,1602.826,375.000,2000.000,1125.000,1.992,1.683
334550.507,4263065.918,3.439,522.240,1647.240,1750.000,2375.000,1125.000,2.043,1.683
334300.507,4262315.918,4.695,522.270,1647.271,1500.000,1625.000,1125.000,2.790,1.683
333550.507,4263815.918,3.412,477.730,1602.733,750.000,3125.000,1125.000,2.027,1.683
336050.507,4262065.918,5.820,477.620,1727.622,3250.000,1375.000,1250.000,3.409,1.707
337050.507,4265065.918,5.820,477.600,1727.598,4250.000,4375.000,1250.000,3.409,1.707
333925.507,4264690.918,3.417,477.600,1602.595,1125.000,4000.000,1125.000,2.030,1.683
336425.507,4263940.918,5.820,477.560,1727.555,3625.000,3250.000,1250.000,3.409,1.707
335800.507,4261190.918,5.820,477.490,1727.485,3000.000,500.000,1250.000,3.409,1.707
335050.507,4264690.918,4.583,522.530,1647.531,2250.000,4000.000,1125.000,2.723,1.683
332925.507,4262065.918,3.299,477.340,1602.337,125.000,1375.000,1125.000,1.960,1.683
334425.507,4262690.918,3.483,522.680,1647.677,1625.000,2000.000,1125.000,2.070,1.683
333550.507,4264190.918,3.496,477.320,1602.316,750.000,3500.000,1125.000,2.077,1.683
334050.507,4261565.918,5.614,522.690,1647.694,1250.000,875.000,1125.000,3.336,1.683
333300.507,4263190.918,3.381,477.290,1602.290,500.000,2500.000,1125.000,2.009,1.683
334925.507,4264315.918,4.641,522.760,1647.757,2125.000,3625.000,1125.000,2.758,1.683
333300.507,4263065.918,3.398,477.230,1602.229,500.000,2375.000,1125.000,2.019,1.683
333425.507,4264065.918,3.485,477.110,1602.106,625.000,3375.000,1125.000,2.071,1.683
334300.507,4265440.918,3.374,477.100,1602.099,1500.000,4750.000,1125.000,2.005,1.683
337425.507,4264065.918,5.820,522.910,1772.905,4625.000,3375.000,1250.000,3.409,1.707
335925.507,4261690.918,5.820,477.030,1727.031,3125.000,1000.000,1250.000,3.409,1.707
336925.507,4264690.918,5.820,477.030,1727.029,4125.000,4000.000,1250.000,3.409,1.707
335425.507,4265440.918,5.639,523.050,1648.049,2625.000,4750.000,1125.000,3.351,1.683
337300.507,4263690.918,5.820,523.060,1773.056,4500.000,3000.000,1250.000,3.409,1.707
334925.507,4263815.918,4.223,523.140,1648.136,2125.000,3125.000,1125.000,2.509,1.683
335175.507,4264940.918,4.548,523.140,1648.142,2375.000,4250.000,1125.000,2.702,1.683
336300.507,4263190.918,5.820,476.780,1726.782,3500.000,2500.000,1250.000,3.409,1.707
333425.507,4263940.918,3.425,476.780,1601.785,625.000,3250.000,1125.000,2.035,1.683
337550.507,4263440.918,5.820,523.260,1773.255,4750.000,2750.000,1250.000,3.409,1.707
337800.507,4264565.918,5.820,523.340,1773.343,5000.000,3875.000,1250.000,3.409,1.707
335550.507,4265690.918,5.820,523.360,1648.355,2750.000,5000.000,1125.000,3.409,1.707
333300.507,4263315.918,3.354,476.620,1601.617,500.000,2625.000,1125.000,1.993,1.683
336175.507,4262690.918,5.820,476.510,1726.506,3375.000,2000.000,1250.000,3.409,1.707
336800.507,4262065.918,5.820,523.570,1773.574,4000.000,1375.000,1250.000,3.409,1.707
334550.507,4262940.918,3.496,523.690,1648.691,1750.000,2250.000,1125.000,2.077,1.683
333925.507,4261190.918,3.950,523.690,1648.691,1125.000,500.000,1125.000,2.347,1.683
333425.507,4263565.918,3.417,476.260,1601.264,625.000,2875.000,1125.000,2.030,1.683
336425.507,4263815.918,5.820,476.200,1726.201,3625.000,3125.000,1250.000,3.409,1.707
334300.507,4262190.918,5.330,523.830,1648.832,1500.000,1500.000,1125.000,3.167,1.683
332800.507,4261940.918,3.299,476.160,1601.161,0.000,1250.000,1125.000,1.960,1.683
336675.507,4264440.918,5.820,476.150,1726.150,3875.000,3750.000,1250.000,3.409,1.707
334800.507,4263940.918,3.870,523.900,1648.902,2000.000,3250.000,1125.000,2.299,1.683
336550.507,4263690.918,5.820,476.090,1726.093,3750.000,3000.000,1250.000,3.409,1.707
333800.507,4264315.918,3.449,476.050,1601.045,1000.000,3625.000,1125.000,2.049,1.683
335175.507,4263440.918,4.264,524.000,1648.998,2375.000,2750.000,1125.000,2.534,1.683
334175.507,4261940.918,5.974,524.040,1649.042,1375.000,1250.000,1125.000,3.410,1.752
336175.507,4262815.918,5.820,475.890,1725.892,3375.000,2125.000,1250.000,3.409,1.707
336925.507,4264940.918,5.820,475.890,1725.885,4125.000,4250.000,1250.000,3.409,1.707
333175.507,4262815.918,3.366,475.850,1600.850,375.000,2125.000,1125.000,2.000,1.683
332925.507,4262190.918,3.302,475.780,1600.781,125.000,1500.000,1125.000,1.962,1.683
336050.507,4262190.918,5.820,475.760,1725.763,3250.000,1500.000,1250.000,3.409,1.707
334175.507,4265190.918,3.389,475.760,1600.757,1375.000,4500.000,1125.000,2.014,1.683
335425.507,4265315.918,5.639,524.260,1649.256,2625.000,4625.000,1125.000,3.351,1.683
335050.507,4264565.918,4.807,524.270,1649.273,2250.000,3875.000,1125.000,2.856,1.683
333050.507,4262440.918,3.322,475.720,1600.720,250.000,1750.000,1125.000,1.974,1.683
333425.507,4263690.918,3.387,475.660,1600.658,625.000,3000.000,1125.000,2.012,1.683
334675.507,4263565.918,3.560,524.430,1649.433,1875.000,2875.000,1125.000,2.115,1.683
336925.507,4262440.918,5.820,524.480,1774.484,4125.000,1750.000,1250.000,3.409,1.707
334050.507,4260940.918,3.417,524.510,1649.511,1250.000,250.000,1125.000,2.030,1.683
334425.507,4262565.918,4.013,524.540,1649.540,1625.000,1875.000,1125.000,2.384,1.683
333175.507,4262940.918,3.376,475.440,1600.438,375.000,2250.000,1125.000,2.006,1.683
334050.507,4261440.918,5.249,524.650,1649.653,1250.000,750.000,1125.000,3.119,1.683
333675.507,4264315.918,3.429,475.340,1600.338,875.000,3625.000,1125.000,2.037,1.683
335300.507,4265065.918,5.093,524.680,1649.679,2500.000,4375.000,1125.000,3.026,1.683
337800.507,4264315.918,5.820,524.680,1774.684,5000.000,3625.000,1250.000,3.409,1.707
333925.507,4264815.918,3.406,475.320,1600.319,1125.000,4125.000,1125.000,2.024,1.683
334300.507,4265565.918,3.374,475.300,1600.296,1500.000,4875.000,1125.000,2.005,1.683
337050.507,4262815.918,5.820,524.700,1774.700,4250.000,2125.000,1250.000,3.409,1.707
333425.507,4263815.918,3.401,475.240,1600.237,625.000,3125.000,1125.000,2.021,1.683
337300.507,4263815.918,5.820,524.770,1774.774,4500.000,3125.000,1250.000,3.409,1.707
337675.507,4263315.918,5.820,524.870,1774.869,4875.000,2625.000,1250.000,3.409,1.707
333425.507,4264190.918,3.528,475.120,1600.124,625.000,3500.000,1125.000,2.096,1.683
333800.507,4264565.918,3.468,475.090,1600.088,1000.000,3875.000,1125.000,2.061,1.683
333800.507,4260815.918,3.368,524.940,1649.938,1000.000,125.000,1125.000,2.001,1.683
334925.507,4264190.918,4.605,525.030,1650.028,2125.000,3500.000,1125.000,2.736,1.683
335175.507,4264815.918,4.739,525.060,1650.056,2375.000,4125.000,1125.000,2.816,1.683
335925.507,4261815.918,5.820,474.930,1724.928,3125.000,1125.000,1250.000,3.409,1.707
333550.507,4264315.918,3.478,474.930,1599.926,750.000,3625.000,1125.000,2.067,1.683
333300.507,4263440.918,3.345,474.910,1599.912,500.000,2750.000,1125.000,1.988,1.683
336800.507,4264690.918,5.820,474.860,1724.860,4000.000,4000.000,1250.000,3.409,1.707
337300.507,4265690.918,5.820,474.770,1724.772,4500.000,5000.000,1250.000,3.409,1.707
337425.507,4263940.918,5.820,525.240,1775.240,4625.000,3250.000,1250.000,3.409,1.707
335675.507,4260690.918,5.820,474.730,1724.727,2875.000,0.000,1250.000,3.409,1.707
337050.507,4263315.918,5.820,474.730,1724.733,4250.000,2625.000,1250.000,3.409,1.707
334175.507,4261815.918,5.887,525.310,1650.314,1375.000,1125.000,1125.000,3.411,1.726
333550.507,4264440.918,3.481,474.600,1599.600,750.000,3750.000,1125.000,2.068,1.683
334175.507,4261690.918,5.813,525.420,1650.423,1375.000,1000.000,1125.000,3.409,1.705
334050.507,4265065.918,3.405,474.580,1599.583,1250.000,4375.000,1125.000,2.023,1.683
336050.507,4262315.918,5.820,474.580,1724.581,3250.000,1625.000,1250.000,3.409,1.707
335050.507,4264440.918,5.028,525.470,1650.473,2250.000,3750.000,1125.000,2.988,1.683
335800.507,4261440.918,5.820,474.510,1724.507,3000.000,750.000,1250.000,3.409,1.707
334675.507,4263315.918,3.405,525.530,1650.528,1875.000,2625.000,1125.000,2.023,1.683
334300.507,4265690.918,3.374,474.410,1599.409,1500.000,5000.000,1125.000,2.005,1.683
334675.507,4263190.918,3.375,525.590,1650.586,1875.000,2500.000,1125.000,2.005,1.683
334050.507,4261190.918,4.336,525.610,1650.613,1250.000,500.000,1125.000,2.576,1.683
333925.507,4261065.918,3.397,525.690,1650.687,1125.000,375.000,1125.000,2.018,1.683
334050.507,4261315.918,4.886,525.730,1650.728,1250.000,625.000,1125.000,2.903,1.683
337175.507,4263065.918,5.820,525.730,1775.731,4375.000,2375.000,1250.000,3.409,1.707
336800.507,4261940.918,5.820,525.750,1775.750,4000.000,1250.000,1250.000,3.409,1.707
335550.507,4265565.918,5.820,525.750,1650.746,2750.000,4875.000,1125.000,3.409,1.707
333800.507,4264440.918,3.462,474.220,1599.218,1000.000,3750.000,1125.000,2.057,1.683
332800.507,4262065.918,3.299,474.170,1599.171,0.000,1375.000,1125.000,1.960,1.683
333300.507,4264065.918,3.438,474.120,1599.124,500.000,3375.000,1125.000,2.043,1.683
337050.507,4265190.918,5.820,474.110,1724.113,4250.000,4500.000,1250.000,3.409,1.707
336925.507,4262315.918,5.820,525.910,1775.912,4125.000,1625.000,1250.000,3.409,1.707
333050.507,4262565.918,3.338,474.090,1599.087,250.000,1875.000,1125.000,1.983,1.683
334550.507,4262815.918,3.536,525.950,1650.954,1750.000,2125.000,1125.000,2.101,1.683
335425.507,4265190.918,5.639,526.040,1651.041,2625.000,4500.000,1125.000,3.351,1.683
336550.507,4264315.918,5.820,473.930,1723.928,3750.000,3625.000,1250.000,3.409,1.707
332925.507,4262315.918,3.310,473.810,1598.809,125.000,1625.000,1125.000,1.967,1.683
337800.507,4263065.918,5.820,526.280,1776.283,5000.000,2375.000,1250.000,3.409,1.707
334425.507,4262440.918,4.546,526.300,1651.298,1625.000,1750.000,1125.000,2.701,1.683
336425.507,4264065.918,5.820,473.700,1723.696,3625.000,3375.000,1250.000,3.409,1.707
337550.507,4263065.918,5.820,526.350,1776.355,4750.000,2375.000,1250.000,3.409,1.707
337800.507,4264440.918,5.820,526.360,1776.356,5000.000,3750.000,1250.000,3.409,1.707
336800.507,4261065.918,5.820,526.400,1776.404,4000.000,375.000,1250.000,3.409,1.707
336800.507,4261815.918,5.820,526.520,1776.520,4000.000,1125.000,1250.000,3.409,1.707
337175.507,4265440.918,5.820,473.420,1723.417,4375.000,4750.000,1250.000,3.409,1.707
334925.507,4264065.918,4.559,526.600,1651.597,2125.000,3375.000,1125.000,2.709,1.683
336800.507,4261690.918,5.820,526.630,1776.625,4000.000,1000.000,1250.000,3.409,1.707
335800.507,4261690.918,5.820,473.340,1723.344,3000.000,1000.000,1250.000,3.409,1.707
332925.507,4262440.918,3.322,473.340,1598.344,125.000,1750.000,1125.000,1.974,1.683
334175.507,4261565.918,5.798,526.680,1651.678,1375.000,875.000,1125.000,3.445,1.683
334425.507,4262315.918,5.114,526.750,1651.749,1625.000,1625.000,1125.000,3.039,1.683
335925.507,4261940.918,5.820,473.230,1723.225,3125.000,1250.000,1250.000,3.409,1.707
337050.507,4262690.918,5.820,526.780,1776.776,4250.000,2000.000,1250.000,3.409,1.707
334675.507,4263440.918,3.491,526.830,1651.826,1875.000,2750.000,1125.000,2.074,1.683
336050.507,4262440.918,5.820,473.090,1723.090,3250.000,1750.000,1250.000,3.409,1.707
333175.507,4263065.918,3.376,473.090,1598.086,375.000,2375.000,1125.000,2.006,1.683
335675.507,4261065.918,5.820,473.070,1723.073,2875.000,375.000,1250.000,3.409,1.707
334175.507,4265315.918,3.389,473.060,1598.061,1375.000,4625.000,1125.000,2.014,1.683
333425.507,4264315.918,3.530,473.050,1598.046,625.000,3625.000,1125.000,2.097,1.683
334675.507,4263065.918,3.414,526.960,1651.957,1875.000,2375.000,1125.000,2.029,1.683
337550.507,4264065.918,5.820,527.030,1777.032,4750.000,3375.000,1250.000,3.409,1.707
334300.507,4262065.918,5.985,527.080,1652.080,1500.000,1375.000,1125.000,3.410,1.755
333050.507,4262690.918,3.353,472.910,1597.913,250.000,2000.000,1125.000,1.992,1.683
333925.507,4264940.918,3.415,472.900,1597.905,1125.000,4250.000,1125.000,2.029,1.683
333300.507,4263940.918,3.399,472.900,1597.897,500.000,3250.000,1125.000,2.020,1.683
335800.507,4261565.918,5.820,472.880,1722.885,3000.000,875.000,1250.000,3.409,1.707
336800.507,4261315.918,5.820,527.120,1777.118,4000.000,625.000,1250.000,3.409,1.707
336675.507,4264565.918,5.820,472.820,1722.823,3875.000,3875.000,1250.000,3.409,1.707
335050.507,4264315.918,5.406,527.270,1652.268,2250.000,3625.000,1125.000,3.212,1.683
336800.507,4260940.918,5.820,527.290,1777.285,4000.000,250.000,1250.000,3.409,1.707
333050.507,4262815.918,3.366,472.700,1597.705,250.000,2125.000,1125.000,2.000,1.683
335675.507,4260815.918,5.820,472.690,1722.690,2875.000,125.000,1250.000,3.409,1.707
336800.507,4260815.918,5.820,527.340,1777.335,4000.000,125.000,1250.000,3.409,1.707
337675.507,4264190.918,5.820,527.360,1777.363,4875.000,3500.000,1250.000,3.409,1.707
333800.507,4260690.918,3.364,527.390,1652.386,1000.000,0.000,1125.000,1.999,1.683
333175.507,4263315.918,3.355,472.600,1597.599,375.000,2625.000,1125.000,1.993,1.683
333175.507,4263190.918,3.367,472.520,1597.521,375.000,2500.000,1125.000,2.001,1.683
335675.507,4260940.918,5.820,472.470,1722.465,2875.000,250.000,1250.000,3.409,1.707
335550.507,4265440.918,5.820,527.540,1652.544,2750.000,4750.000,1125.000,3.409,1.707
333300.507,4264190.918,3.495,472.440,1597.437,500.000,3500.000,1125.000,2.077,1.683
335175.507,4264690.918,5.101,527.620,1652.615,2375.000,4000.000,1125.000,3.031,1.683
333300.507,4263565.918,3.360,472.350,1597.349,500.000,2875.000,1125.000,1.996,1.683
337550.507,4263565.918,5.820,527.670,1777.667,4750.000,2875.000,1250.000,3.409,1.707
336175.507,4262940.918,5.820,472.270,1722.269,3375.000,2250.000,1250.000,3.409,1.707
336800.507,4261565.918,5.820,527.750,1777.753,4000.000,875.000,1250.000,3.409,1.707
336050.507,4262565.918,5.820,472.250,1722.248,3250.000,1875.000,1250.000,3.409,1.707
334175.507,4265440.918,3.389,472.250,1597.250,1375.000,4750.000,1125.000,2.014,1.683
336800.507,4261440.918,5.820,527.750,1777.750,4000.000,750.000,1250.000,3.409,1.707
336175.507,4263065.918,5.820,472.180,1722.184,3375.000,2375.000,1250.000,3.409,1.707
334550.507,4262690.918,4.122,527.850,1652.846,1750.000,2000.000,1125.000,2.449,1.683
333800.507,4264690.918,3.374,472.110,1597.109,1000.000,4000.000,1125.000,2.005,1.683
335675.507,4261315.918,5.820,472.080,1722.083,2875.000,625.000,1250.000,3.409,1.707
334925.507,4263940.918,4.541,528.020,1653.022,2125.000,3250.000,1125.000,2.698,1.683
335300.507,4264940.918,5.282,528.040,1653.036,2500.000,4250.000,1125.000,3.138,1.683
333300.507,4263690.918,3.373,471.750,1596.751,500.000,3000.000,1125.000,2.004,1.683
336425.507,4264190.918,5.820,471.650,1721.648,3625.000,3500.000,1250.000,3.409,1.707
335675.507,4261190.918,5.820,471.560,1721.556,2875.000,500.000,1250.000,3.409,1.707
334300.507,4261940.918,5.981,528.470,1653.473,1500.000,1250.000,1125.000,3.410,1.754
332800.507,4262190.918,3.302,471.530,1596.531,0.000,1500.000,1125.000,1.962,1.683
334675.507,4262940.918,3.499,528.510,1653.511,1875.000,2250.000,1125.000,2.079,1.683
333300.507,4263815.918,3.379,471.480,1596.476,500.000,3125.000,1125.000,2.008,1.683
334050.507,4265190.918,3.405,471.460,1596.462,1250.000,4500.000,1125.000,2.023,1.683
337050.507,4262565.918,5.820,528.600,1778.601,4250.000,1875.000,1250.000,3.409,1.707
336800.507,4261190.918,5.820,528.640,1778.644,4000.000,500.000,1250.000,3.409,1.707
333675.507,4264440.918,3.462,471.350,1596.353,875.000,3750.000,1125.000,2.057,1.683
335300.507,4263440.918,4.580,528.650,1653.646,2500.000,2750.000,1125.000,2.721,1.683
333800.507,4264815.918,3.371,471.200,1596.196,1000.000,4125.000,1125.000,2.003,1.683
336800.507,4264815.918,5.820,471.190,1721.187,4000.000,4125.000,1250.000,3.409,1.707
335925.507,4262065.918,5.820,471.180,1721.183,3125.000,1375.000,1250.000,3.409,1.707
336925.507,4265065.918,5.820,471.150,1721.150,4125.000,4375.000,1250.000,3.409,1.707
337050.507,4265315.918,5.820,471.140,1721.143,4250.000,4625.000,1250.000,3.409,1.707
337175.507,4262940.918,5.820,528.900,1778.904,4375.000,2250.000,1250.000,3.409,1.707
337175.507,4265565.918,5.820,470.980,1720.980,4375.000,4875.000,1250.000,3.409,1.707
336925.507,4262190.918,5.820,529.060,1779.057,4125.000,1500.000,1250.000,3.409,1.707
333175.507,4263440.918,3.347,470.930,1595.928,375.000,2750.000,1125.000,1.989,1.683
335550.507,4265315.918,5.820,529.110,1654.110,2750.000,4625.000,1125.000,3.409,1.707
333050.507,4262940.918,3.372,470.880,1595.885,250.000,2250.000,1125.000,2.004,1.683
336925.507,4260815.918,5.820,529.150,1779.145,4125.000,125.000,1250.000,3.409,1.707
335675.507,4265690.918,5.820,529.190,1654.194,2875.000,5000.000,1125.000,3.409,1.707
334175.507,4261440.918,5.806,529.210,1654.207,1375.000,750.000,1125.000,3.409,1.703
333175.507,4264065.918,3.418,470.780,1595.781,375.000,3375.000,1125.000,2.031,1.683
333300.507,4264315.918,3.522,470.770,1595.775,500.000,3625.000,1125.000,2.093,1.683
334425.507,4262190.918,5.753,529.250,1654.252,1625.000,1500.000,1125.000,3.418,1.683
333925.507,4260815.918,3.389,529.300,1654.302,1125.000,125.000,1125.000,2.014,1.683
336175.507,4263190.918,5.820,470.670,1720.667,3375.000,2500.000,1250.000,3.409,1.707
334175.507,4265565.918,3.389,470.650,1595.654,1375.000,4875.000,1125.000,2.014,1.683
334175.507,4260815.918,3.432,529.490,1654.491,1375.000,125.000,1125.000,2.039,1.683
333425.507,4264440.918,3.491,470.480,1595.481,625.000,3750.000,1125.000,2.074,1.683
335425.507,4265065.918,5.639,529.560,1654.563,2625.000,4375.000,1125.000,3.351,1.683
332925.507,4262565.918,3.338,470.410,1595.410,125.000,1875.000,1125.000,1.983,1.683
332800.507,4262440.918,3.322,470.410,1595.411,0.000,1750.000,1125.000,1.974,1.683
334050.507,4261065.918,3.787,529.590,1654.587,1250.000,375.000,1125.000,2.250,1.683
336550.507,4264440.918,5.820,470.360,1720.355,3750.000,3750.000,1250.000,3.409,1.707
333925.507,4265065.918,3.424,470.340,1595.344,1125.000,4375.000,1125.000,2.034,1.683
336050.507,4262690.918,5.820,470.270,1720.268,3250.000,2000.000,1250.000,3.409,1.707
336800.507,4264940.918,5.820,470.240,1720.238,4000.000,4250.000,1250.000,3.409,1.707
336300.507,4263815.918,5.820,470.200,1720.195,3500.000,3125.000,1250.000,3.409,1.707
334550.507,4262565.918,4.405,529.810,1654.807,1750.000,1875.000,1125.000,2.617,1.683
336675.507,4263565.918,5.820,470.160,1720.165,3875.000,2875.000,1250.000,3.409,1.707
334175.507,4261315.918,5.262,529.850,1654.850,1375.000,625.000,1125.000,3.127,1.683
337425.507,4263815.918,5.820,529.930,1779.926,4625.000,3125.000,1250.000,3.409,1.707
337050.507,4260690.918,5.820,529.950,1779.952,4250.000,0.000,1250.000,3.409,1.707
335675.507,4261440.918,5.820,470.040,1720.043,2875.000,750.000,1250.000,3.409,1.707
332800.507,4262315.918,3.309,470.030,1595.032,0.000,1625.000,1125.000,1.966,1.683
336675.507,4264690.918,5.820,470.020,1720.017,3875.000,4000.000,1250.000,3.409,1.707
335800.507,4261815.918,5.820,469.930,1719.927,3000.000,1125.000,1250.000,3.409,1.707
