Easting[m],Northing[m],Vp[km/s],ElevationReference[m],ElevationLidar[m]1,x[m],y[m],z[m],Vs[km/s],Vp/Vs
332925.507,4264565.918,3.458,458.830,1583.828,125.000,3875.000,1125.000,2.055,1.683
332925.507,4263690.918,3.352,458.730,1583.731,125.000,3000.000,1125.000,1.992,1.683
335800.507,4265315.918,5.820,541.310,1666.309,3000.000,4625.000,1125.000,3.409,1.707
334425.507,4261065.918,4.735,541.310,1666.310,1625.000,375.000,1125.000,2.813,1.683
333050.507,4264815.918,3.465,458.670,1583.668,250.000,4125.000,1125.000,2.059,1.683
335175.507,4263815.918,5.142,541.360,1666.358,2375.000,3125.000,1125.000,3.055,1.683
335800.507,4262565.918,5.820,458.550,1708.554,3000.000,1875.000,1250.000,3.409,1.707
334550.507,4261815.918,5.834,541.560,1666.559,1750.000,1125.000,1125.000,3.410,1.711
337050.507,4261940.918,5.820,541.600,1791.599,4250.000,1250.000,1250.000,3.409,1.707
334425.507,4261190.918,5.459,541.650,1666.646,1625.000,500.000,1125.000,3.244,1.683
334550.507,4261690.918,5.817,541.660,1666.665,1750.000,1000.000,1125.000,3.410,1.706
335300.507,4260690.918,5.820,458.320,1708.318,2500.000,0.000,1250.000,3.409,1.707
336675.507,4265190.918,5.820,458.290,1708.288,3875.000,4500.000,1250.000,3.409,1.707
335175.507,4263690.918,4.820,541.880,1666.881,2375.000,3000.000,1125.000,2.864,1.683
336550.507,4264940.918,5.820,458.090,1708.094,3750.000,4250.000,1250.000,3.409,1.707
335425.507,4261440.918,5.820,457.950,1707.953,2625.000,750.000,1250.000,3.409,1.707
333800.507,4265565.918,3.446,457.860,1582.863,1000.000,4875.000,1125.000,2.048,1.683
335550.507,4264815.918,5.820,542.150,1667.146,2750.000,4125.000,1125.000,3.409,1.707
337050.507,4261315.918,5.820,542.170,1792.173,4250.000,625.000,1250.000,3.409,1.707
335050.507,4263065.918,3.881,542.220,1667.215,2250.000,2375.000,1125.000,2.306,1.683
334675.507,4262065.918,5.946,542.230,1667.225,1875.000,1375.000,1125.000,3.409,1.744
337300.507,4260690.918,5.820,542.280,1792.282,4500.000,0.000,1250.000,3.409,1.707
333675.507,4265315.918,3.469,457.670,1582.668,875.000,4625.000,1125.000,2.061,1.683
335675.507,4262190.918,5.820,457.620,1707.624,2875.000,1500.000,1250.000,3.409,1.707
337050.507,4261815.918,5.820,542.400,1792.399,4250.000,1125.000,1250.000,3.409,1.707
336550.507,4264815.918,5.820,457.600,1707.604,3750.000,4125.000,1250.000,3.409,1.707
332800.507,4263565.918,3.350,457.580,1582.580,0.000,2875.000,1125.000,1.990,1.683
333550.507,4265065.918,3.469,457.580,1582.578,750.000,4375.000,1125.000,2.061,1.683
335425.507,4264565.918,5.777,542.440,1667.437,2625.000,3875.000,1125.000,3.433,1.683
333175.507,4264940.918,3.465,457.490,1582.492,375.000,4250.000,1125.000,2.059,1.683
332800.507,4264440.918,3.447,457.490,1582.486,0.000,3750.000,1125.000,2.048,1.683
335800.507,4262690.918,5.819,457.450,1707.453,3000.000,2000.000,1250.000,3.411,1.706
336425.507,4264690.918,5.820,457.350,1707.355,3625.000,4000.000,1250.000,3.409,1.707
335925.507,4265565.918,5.820,542.710,1667.712,3125.000,4875.000,1125.000,3.409,1.707
335300.507,4264065.918,5.794,542.710,1667.713,2500.000,3375.000,1125.000,3.443,1.683
335300.507,4261190.918,5.820,457.200,1707.197,2500.000,500.000,1250.000,3.409,1.707
332800.507,4264565.918,3.458,457.190,1582.191,0.000,3875.000,1125.000,2.055,1.683
335800.507,4265190.918,5.820,542.870,1667.873,3000.000,4500.000,1125.000,3.409,1.707
335675.507,4264940.918,5.820,542.920,1667.919,2875.000,4250.000,1125.000,3.409,1.707
337675.507,4260690.918,5.820,543.010,1793.010,4875.000,0.000,1250.000,3.409,1.707
332925.507,4264690.918,3.463,456.950,1581.946,125.000,4000.000,1125.000,2.058,1.683
334925.507,4262690.918,4.680,543.060,1668.059,2125.000,2000.000,1125.000,2.781,1.683
335425.507,4264440.918,5.762,543.110,1668.115,2625.000,3750.000,1125.000,3.424,1.683
337050.507,4261690.918,5.820,543.170,1793.166,4250.000,1000.000,1250.000,3.409,1.707
336175.507,4264315.918,5.820,456.790,1706.788,3375.000,3625.000,1250.000,3.409,1.707
336800.507,4265440.918,5.820,456.740,1706.739,4000.000,4750.000,1250.000,3.409,1.707
335925.507,4263190.918,5.819,456.700,1706.699,3125.000,2500.000,1250.000,3.411,1.706
334800.507,4262315.918,5.822,543.310,1668.312,2000.000,1625.000,1125.000,3.411,1.707
335300.507,4261065.918,5.820,456.670,1706.670,2500.000,375.000,1250.000,3.409,1.707
337425.507,4263065.918,5.820,543.340,1793.338,4625.000,2375.000,1250.000,3.409,1.707
336050.507,4263815.918,5.820,456.640,1706.641,3250.000,3125.000,1250.000,3.409,1.707
334550.507,4261440.918,5.819,543.380,1668.384,1750.000,750.000,1125.000,3.411,1.706
337050.507,4261565.918,5.820,543.380,1793.380,4250.000,875.000,1250.000,3.409,1.707
332800.507,4264065.918,3.392,456.600,1581.603,0.000,3375.000,1125.000,2.015,1.683
336925.507,4265690.918,5.820,456.580,1706.576,4125.000,5000.000,1250.000,3.409,1.707
335300.507,4261315.918,5.820,456.540,1706.535,2500.000,625.000,1250.000,3.409,1.707
334425.507,4260940.918,4.192,543.480,1668.475,1625.000,250.000,1125.000,2.491,1.683
335550.507,4261940.918,5.820,456.520,1706.525,2750.000,1250.000,1250.000,3.409,1.707
333175.507,4265065.918,3.466,456.500,1581.505,375.000,4375.000,1125.000,2.059,1.683
332800.507,4263940.918,3.374,456.360,1581.363,0.000,3250.000,1125.000,2.005,1.683
335425.507,4261565.918,5.820,456.350,1706.352,2625.000,875.000,1250.000,3.409,1.707
335050.507,4262940.918,4.224,543.700,1668.700,2250.000,2250.000,1125.000,2.510,1.683
337050.507,4261440.918,5.820,543.730,1793.733,4250.000,750.000,1250.000,3.409,1.707
333550.507,4265190.918,3.469,456.230,1581.230,750.000,4500.000,1125.000,2.061,1.683
333300.507,4265190.918,3.465,456.160,1581.161,500.000,4500.000,1125.000,2.059,1.683
337175.507,4262190.918,5.820,543.970,1793.967,4375.000,1500.000,1250.000,3.409,1.707
332800.507,4263690.918,3.352,456.030,1581.031,0.000,3000.000,1125.000,1.992,1.683
337675.507,4263690.918,5.820,544.000,1793.997,4875.000,3000.000,1250.000,3.409,1.707
332925.507,4264815.918,3.466,455.970,1580.967,125.000,4125.000,1125.000,2.059,1.683
335925.507,4263065.918,5.819,455.840,1705.843,3125.000,2375.000,1250.000,3.411,1.706
336550.507,4265065.918,5.820,455.730,1705.733,3750.000,4375.000,1250.000,3.409,1.707
334425.507,4260815.918,3.650,544.290,1669.289,1625.000,125.000,1125.000,2.169,1.683
337550.507,4260940.918,5.820,544.300,1794.302,4750.000,250.000,1250.000,3.409,1.707
333050.507,4264940.918,3.466,455.690,1580.687,250.000,4250.000,1125.000,2.059,1.683
333800.507,4265690.918,3.446,455.660,1580.655,1000.000,5000.000,1125.000,2.048,1.683
335300.507,4260940.918,5.820,455.610,1705.605,2500.000,250.000,1250.000,3.409,1.707
335300.507,4263940.918,5.684,544.410,1669.407,2500.000,3250.000,1125.000,3.377,1.683
335550.507,4264690.918,5.817,544.420,1669.424,2750.000,4000.000,1125.000,3.410,1.706
335300.507,4260815.918,5.820,455.580,1705.577,2500.000,125.000,1250.000,3.409,1.707
336675.507,4265315.918,5.820,455.560,1705.561,3875.000,4625.000,1250.000,3.409,1.707
334675.507,4261940.918,5.883,544.440,1669.441,1875.000,1250.000,1125.000,3.410,1.725
335425.507,4264315.918,5.811,544.480,1669.480,2625.000,3625.000,1125.000,3.410,1.704
335925.507,4265440.918,5.820,544.490,1669.490,3125.000,4750.000,1125.000,3.409,1.707
334925.507,4262565.918,5.213,544.500,1669.500,2125.000,1875.000,1125.000,3.097,1.683
335800.507,4265065.918,5.820,544.550,1669.552,3000.000,4375.000,1125.000,3.409,1.707
336050.507,4263940.918,5.820,455.410,1705.413,3250.000,3250.000,1250.000,3.409,1.707
333675.507,4265440.918,3.469,455.320,1580.315,875.000,4750.000,1125.000,2.061,1.683
336300.507,4264565.918,5.820,455.250,1705.254,3500.000,3875.000,1250.000,3.409,1.707
337800.507,4263815.918,5.820,544.760,1794.760,5000.000,3125.000,1250.000,3.409,1.707
336425.507,4263315.918,5.820,455.190,1705.191,3625.000,2625.000,1250.000,3.409,1.707
337425.507,4262940.918,5.820,544.820,1794.825,4625.000,2250.000,1250.000,3.409,1.707
336050.507,4265690.918,5.820,544.830,1669.828,3250.000,5000.000,1125.000,3.409,1.707
335300.507,4261440.918,5.820,455.100,1705.097,2500.000,750.000,1250.000,3.409,1.707
335675.507,4262315.918,5.820,455.050,1705.048,2875.000,1625.000,1250.000,3.409,1.707
335800.507,4262815.918,5.818,454.960,1704.957,3000.000,2125.000,1250.000,3.410,1.706
335425.507,4261690.918,5.820,454.760,1704.764,2625.000,1000.000,1250.000,3.409,1.707
333425.507,4265190.918,3.465,454.710,1579.708,625.000,4500.000,1125.000,2.059,1.683
335425.507,4261815.918,5.820,454.670,1704.675,2625.000,1125.000,1250.000,3.409,1.707
336050.507,4264065.918,5.820,454.660,1704.658,3250.000,3375.000,1250.000,3.409,1.707
334550.507,4261315.918,5.820,545.340,1670.342,1750.000,625.000,1125.000,3.409,1.707
337425.507,4260940.918,5.820,545.350,1795.351,4625.000,250.000,1250.000,3.409,1.707
337175.507,4261190.918,5.820,545.360,1795.359,4375.000,500.000,1250.000,3.409,1.707
332800.507,4264690.918,3.463,454.590,1579.587,0.000,4000.000,1125.000,2.058,1.683
337300.507,4262315.918,5.820,545.560,1795.557,4500.000,1625.000,1250.000,3.409,1.707
333550.507,4265315.918,3.469,454.290,1579.286,750.000,4625.000,1125.000,2.061,1.683
335550.507,4263315.918,5.508,545.720,1670.719,2750.000,2625.000,1125.000,3.273,1.683
336675.507,4263440.918,5.820,454.220,1704.218,3875.000,2750.000,1250.000,3.409,1.707
335050.507,4262815.918,4.294,545.800,1670.800,2250.000,2125.000,1125.000,2.551,1.683
337175.507,4261065.918,5.820,545.850,1795.852,4375.000,375.000,1250.000,3.409,1.707
335175.507,4263190.918,4.056,545.900,1670.903,2375.000,2500.000,1125.000,2.410,1.683
337175.507,4260940.918,5.820,545.940,1795.943,4375.000,250.000,1250.000,3.409,1.707
336175.507,4264440.918,5.820,454.040,1704.042,3375.000,3750.000,1250.000,3.409,1.707
334800.507,4262065.918,5.956,545.960,1670.961,2000.000,1375.000,1125.000,3.409,1.747
336800.507,4265565.918,5.820,453.990,1703.992,4000.000,4875.000,1250.000,3.409,1.707
337300.507,4262440.918,5.820,546.020,1796.021,4500.000,1750.000,1250.000,3.409,1.707
334550.507,4261065.918,5.100,546.020,1671.023,1750.000,375.000,1125.000,3.030,1.683
336050.507,4263315.918,5.820,453.980,1703.976,3250.000,2625.000,1250.000,3.409,1.707
333675.507,4265565.918,3.469,453.970,1578.966,875.000,4875.000,1125.000,2.061,1.683
335925.507,4265315.918,5.820,546.030,1671.032,3125.000,4625.000,1125.000,3.409,1.707
332800.507,4263815.918,3.360,453.910,1578.909,0.000,3125.000,1125.000,1.996,1.683
334675.507,4261815.918,5.834,546.160,1671.163,1875.000,1125.000,1125.000,3.410,1.711
334800.507,4262190.918,5.945,546.160,1671.161,2000.000,1500.000,1125.000,3.411,1.743
333175.507,4265190.918,3.466,453.840,1578.839,375.000,4500.000,1125.000,2.059,1.683
335175.507,4263315.918,4.230,546.190,1671.191,2375.000,2625.000,1125.000,2.513,1.683
335550.507,4262065.918,5.820,453.700,1703.695,2750.000,1375.000,1250.000,3.409,1.707
335800.507,4262940.918,5.819,453.660,1703.665,3000.000,2250.000,1250.000,3.409,1.707
335425.507,4264190.918,5.833,546.400,1671.399,2625.000,3500.000,1125.000,3.411,1.710
334550.507,4261565.918,5.815,546.440,1671.440,1750.000,875.000,1125.000,3.411,1.705
332925.507,4264940.918,3.466,453.430,1578.430,125.000,4250.000,1125.000,2.059,1.683
335675.507,4263315.918,5.806,546.660,1671.656,2875.000,2625.000,1125.000,3.409,1.703
336300.507,4263315.918,5.820,453.340,1703.336,3500.000,2625.000,1250.000,3.409,1.707
337175.507,4262065.918,5.820,546.910,1796.910,4375.000,1375.000,1250.000,3.409,1.707
336050.507,4264190.918,5.820,453.090,1703.094,3250.000,3500.000,1250.000,3.409,1.707
335300.507,4263815.918,5.486,547.070,1672.067,2500.000,3125.000,1125.000,3.260,1.683
335675.507,4262440.918,5.819,452.910,1702.907,2875.000,1750.000,1250.000,3.411,1.706
337675.507,4261815.918,5.820,452.860,1827.858,4875.000,1125.000,1375.000,3.409,1.707
337425.507,4262815.918,5.820,547.150,1797.151,4625.000,2125.000,1250.000,3.409,1.707
335050.507,4262690.918,4.724,547.170,1672.169,2250.000,2000.000,1125.000,2.807,1.683
334550.507,4261190.918,5.642,547.190,1672.194,1750.000,500.000,1125.000,3.352,1.683
336050.507,4265565.918,5.820,547.280,1672.280,3250.000,4875.000,1125.000,3.409,1.707
333300.507,4265315.918,3.465,452.720,1577.716,500.000,4625.000,1125.000,2.059,1.683
333050.507,4265065.918,3.466,452.670,1577.665,250.000,4375.000,1125.000,2.059,1.683
337675.507,4260815.918,5.820,547.390,1797.386,4875.000,125.000,1250.000,3.409,1.707
335175.507,4263065.918,3.886,547.410,1672.405,2375.000,2375.000,1125.000,2.309,1.683
336550.507,4265190.918,5.820,452.530,1702.531,3750.000,4500.000,1250.000,3.409,1.707
337675.507,4262940.918,5.820,547.500,1797.500,4875.000,2250.000,1250.000,3.409,1.707
336425.507,4264815.918,5.820,452.310,1702.307,3625.000,4125.000,1250.000,3.409,1.707
334675.507,4261690.918,5.817,547.700,1672.704,1875.000,1000.000,1125.000,3.410,1.706
337550.507,4261065.918,5.820,547.710,1797.712,4750.000,375.000,1250.000,3.409,1.707
335675.507,4264815.918,5.820,547.750,1672.748,2875.000,4125.000,1125.000,3.409,1.707
336425.507,4264940.918,5.820,452.200,1702.203,3625.000,4250.000,1250.000,3.409,1.707
335800.507,4263440.918,5.857,547.820,1672.824,3000.000,2750.000,1125.000,3.409,1.718
333550.507,4265440.918,3.469,452.160,1577.164,750.000,4750.000,1125.000,2.061,1.683
334925.507,4262315.918,5.784,547.850,1672.847,2125.000,1625.000,1125.000,3.437,1.683
335675.507,4262565.918,5.818,452.110,1702.111,2875.000,1875.000,1250.000,3.410,1.706
335300.507,4261690.918,5.820,452.100,1702.101,2500.000,1000.000,1250.000,3.409,1.707
335550.507,4264565.918,5.817,548.040,1673.038,2750.000,3875.000,1125.000,3.410,1.706
334925.507,4262440.918,5.494,548.080,1673.085,2125.000,1750.000,1125.000,3.264,1.683
333425.507,4265315.918,3.465,451.900,1576.899,625.000,4625.000,1125.000,2.059,1.683
337800.507,4263315.918,5.820,548.110,1798.109,5000.000,2625.000,1250.000,3.409,1.707
337175.507,4260815.918,5.820,548.130,1798.132,4375.000,125.000,1250.000,3.409,1.707
335425.507,4264065.918,5.827,548.240,1673.240,2625.000,3375.000,1125.000,3.410,1.709
333675.507,4265690.918,3.469,451.680,1576.675,875.000,5000.000,1125.000,2.061,1.683
332800.507,4264815.918,3.465,451.610,1576.607,0.000,4125.000,1125.000,2.059,1.683
337675.507,4260940.918,5.820,548.410,1798.413,4875.000,250.000,1250.000,3.409,1.707
335800.507,4264940.918,5.820,548.500,1673.498,3000.000,4250.000,1125.000,3.409,1.707
337425.507,4262690.918,5.820,548.510,1798.506,4625.000,2000.000,1250.000,3.409,1.707
335425.507,4261940.918,5.820,451.470,1701.467,2625.000,1250.000,1250.000,3.409,1.707
337425.507,4262565.918,5.820,548.550,1798.548,4625.000,1875.000,1250.000,3.409,1.707
335925.507,4263815.918,5.820,451.450,1701.446,3125.000,3125.000,1250.000,3.409,1.707
336675.507,4265440.918,5.820,451.310,1701.315,3875.000,4750.000,1250.000,3.409,1.707
333050.507,4265190.918,3.466,451.240,1576.243,250.000,4500.000,1125.000,2.059,1.683
335925.507,4265190.918,5.820,548.770,1673.770,3125.000,4500.000,1125.000,3.409,1.707
337800.507,4263690.918,5.820,548.770,1798.765,5000.000,3000.000,1250.000,3.409,1.707
336300.507,4264690.918,5.820,451.220,1701.219,3500.000,4000.000,1250.000,3.409,1.707
335550.507,4262190.918,5.820,451.190,1701.186,2750.000,1500.000,1250.000,3.409,1.707
336050.507,4264315.918,5.820,451.190,1701.186,3250.000,3625.000,1250.000,3.409,1.707
337175.507,4261315.918,5.820,548.930,1798.931,4375.000,625.000,1250.000,3.409,1.707
333175.507,4265315.918,3.466,451.070,1576.066,375.000,4625.000,1125.000,2.059,1.683
337425.507,4262440.918,5.820,548.980,1798.977,4625.000,1750.000,1250.000,3.409,1.707
335175.507,4260690.918,5.820,451.010,1701.012,2375.000,0.000,1250.000,3.409,1.707
335050.507,4262565.918,5.106,549.000,1673.996,2250.000,1875.000,1125.000,3.034,1.683
335175.507,4261315.918,5.820,450.960,1700.955,2375.000,625.000,1250.000,3.409,1.707
334550.507,4260940.918,4.561,549.140,1674.142,1750.000,250.000,1125.000,2.710,1.683
332800.507,4264940.918,3.466,450.790,1575.792,0.000,4250.000,1125.000,2.059,1.683
336800.507,4265690.918,5.820,450.770,1700.766,4000.000,5000.000,1250.000,3.409,1.707
335925.507,4263440.918,5.839,549.240,1674.242,3125.000,2750.000,1125.000,3.411,1.712
334550.507,4260690.918,3.485,549.270,1674.271,1750.000,0.000,1125.000,2.071,1.683
335550.507,4264440.918,5.823,549.310,1674.312,2750.000,3750.000,1125.000,3.409,1.708
335675.507,4262690.918,5.819,450.690,1700.690,2875.000,2000.000,1250.000,3.411,1.706
335175.507,4262940.918,4.063,549.390,1674.388,2375.000,2250.000,1125.000,2.414,1.683
337175.507,4261940.918,5.820,549.410,1799.410,4375.000,1250.000,1250.000,3.409,1.707
337300.507,4262190.918,5.820,549.450,1799.454,4500.000,1500.000,1250.000,3.409,1.707
335300.507,4263690.918,5.148,549.480,1674.480,2500.000,3000.000,1125.000,3.059,1.683
337800.507,4261815.918,5.820,450.490,1825.491,5000.000,1125.000,1375.000,3.409,1.707
336175.507,4264565.918,5.820,450.440,1700.440,3375.000,3875.000,1250.000,3.409,1.707
336425.507,4265065.918,5.820,450.440,1700.438,3625.000,4375.000,1250.000,3.409,1.707
335675.507,4263565.918,5.798,549.700,1674.705,2875.000,2875.000,1125.000,3.445,1.683
335300.507,4261565.918,5.820,450.220,1700.215,2500.000,875.000,1250.000,3.409,1.707
337550.507,4261190.918,5.820,549.820,1799.824,4750.000,500.000,1250.000,3.409,1.707
335175.507,4260815.918,5.820,450.140,1700.135,2375.000,125.000,1250.000,3.409,1.707
337175.507,4261815.918,5.820,549.890,1799.885,4375.000,1125.000,1250.000,3.409,1.707
333550.507,4265565.918,3.469,450.010,1575.010,750.000,4875.000,1125.000,2.061,1.683
335175.507,4261190.918,5.820,449.990,1699.989,2375.000,500.000,1250.000,3.409,1.707
334550.507,4260815.918,3.844,550.050,1675.046,1750.000,125.000,1125.000,2.284,1.683
335175.507,4261065.918,5.820,449.950,1699.953,2375.000,375.000,1250.000,3.409,1.707
336050.507,4265440.918,5.820,550.070,1675.069,3250.000,4750.000,1125.000,3.409,1.707
336050.507,4263690.918,5.820,449.910,1699.910,3250.000,3000.000,1250.000,3.409,1.707
332925.507,4265065.918,3.466,449.900,1574.899,125.000,4375.000,1125.000,2.059,1.683
335175.507,4260940.918,5.820,449.860,1699.859,2375.000,250.000,1250.000,3.409,1.707
333425.507,4265440.918,3.465,449.850,1574.848,625.000,4750.000,1125.000,2.059,1.683
337300.507,4261190.918,5.820,550.260,1800.256,4500.000,500.000,1250.000,3.409,1.707
333300.507,4265440.918,3.465,449.690,1574.693,500.000,4750.000,1125.000,2.059,1.683
334800.507,4261940.918,5.899,550.330,1675.331,2000.000,1250.000,1125.000,3.410,1.730
337800.507,4261940.918,5.820,449.600,1824.599,5000.000,1250.000,1375.000,3.409,1.707
336175.507,4265690.918,5.820,550.420,1675.419,3375.000,5000.000,1125.000,3.409,1.707
336300.507,4263565.918,5.820,449.560,1699.563,3500.000,2875.000,1250.000,3.409,1.707
335675.507,4264690.918,5.820,550.480,1675.483,2875.000,4000.000,1125.000,3.409,1.707
335425.507,4263940.918,5.749,550.510,1675.510,2625.000,3250.000,1125.000,3.416,1.683
334800.507,4261815.918,5.843,550.610,1675.610,2000.000,1125.000,1125.000,3.411,1.713
336550.507,4265315.918,5.820,449.380,1699.383,3750.000,4625.000,1250.000,3.409,1.707
335550.507,4264315.918,5.828,550.620,1675.620,2750.000,3625.000,1125.000,3.410,1.709
335175.507,4262815.918,4.532,550.720,1675.724,2375.000,2125.000,1125.000,2.693,1.683
334675.507,4261065.918,5.463,550.750,1675.749,1875.000,375.000,1125.000,3.246,1.683
337800.507,4260690.918,5.820,550.750,1800.750,5000.000,0.000,1250.000,3.409,1.707
334675.507,4261565.918,5.817,550.800,1675.799,1875.000,875.000,1125.000,3.410,1.706
335550.507,4262315.918,5.818,449.200,1699.201,2750.000,1625.000,1250.000,3.410,1.706
334925.507,4262190.918,5.909,551.010,1676.009,2125.000,1500.000,1125.000,3.410,1.733
336550.507,4263440.918,5.820,448.970,1698.967,3750.000,2750.000,1250.000,3.409,1.707
334675.507,4261440.918,5.820,551.030,1676.031,1875.000,750.000,1125.000,3.409,1.707
335800.507,4263565.918,5.837,551.170,1676.172,3000.000,2875.000,1125.000,3.409,1.712
335675.507,4262815.918,5.823,448.830,1698.828,2875.000,2125.000,1250.000,3.409,1.708
334675.507,4261190.918,5.820,551.260,1676.260,1875.000,500.000,1125.000,3.409,1.707
335175.507,4261440.918,5.820,448.730,1698.728,2375.000,750.000,1250.000,3.409,1.707
337175.507,4261690.918,5.820,551.270,1801.268,4375.000,1000.000,1250.000,3.409,1.707
335925.507,4265065.918,5.820,551.290,1676.294,3125.000,4375.000,1125.000,3.409,1.707
334925.507,4262065.918,5.933,551.310,1676.306,2125.000,1375.000,1125.000,3.410,1.740
337175.507,4261440.918,5.820,551.440,1801.438,4375.000,750.000,1250.000,3.409,1.707
337800.507,4262315.918,5.820,448.530,1823.525,5000.000,1625.000,1375.000,3.409,1.707
335300.507,4263190.918,4.154,551.510,1676.513,2500.000,2500.000,1125.000,2.468,1.683
336050.507,4264440.918,5.820,448.480,1698.480,3250.000,3750.000,1250.000,3.409,1.707
337175.507,4261565.918,5.820,551.560,1801.565,4375.000,875.000,1250.000,3.409,1.707
337800.507,4262065.918,5.820,448.420,1823.422,5000.000,1375.000,1375.000,3.409,1.707
335925.507,4263940.918,5.820,448.390,1698.391,3125.000,3250.000,1250.000,3.409,1.707
334675.507,4261315.918,5.820,551.630,1676.627,1875.000,625.000,1125.000,3.409,1.707
336675.507,4265565.918,5.820,448.320,1698.325,3875.000,4875.000,1250.000,3.409,1.707
333550.507,4265690.918,3.469,448.300,1573.299,750.000,5000.000,1125.000,2.061,1.683
336300.507,4264815.918,5.820,448.300,1698.301,3500.000,4125.000,1250.000,3.409,1.707
337425.507,4262190.918,5.820,551.810,1801.812,4625.000,1500.000,1250.000,3.409,1.707
337550.507,4261690.918,5.820,447.940,1822.937,4750.000,1000.000,1375.000,3.409,1.707
335925.507,4264065.918,5.820,447.940,1697.940,3125.000,3375.000,1250.000,3.409,1.707
336050.507,4265315.918,5.820,552.100,1677.100,3250.000,4625.000,1125.000,3.409,1.707
335925.507,4263315.918,5.819,447.890,1697.891,3125.000,2625.000,1250.000,3.411,1.706
337800.507,4263190.918,5.820,552.120,1802.123,5000.000,2500.000,1250.000,3.409,1.707
335550.507,4264190.918,5.828,552.200,1677.197,2750.000,3500.000,1125.000,3.410,1.709
337425.507,4261065.918,5.820,552.210,1802.206,4625.000,375.000,1250.000,3.409,1.707
337675.507,4261065.918,5.820,552.230,1802.226,4875.000,375.000,1250.000,3.409,1.707
333050.507,4265315.918,3.466,447.730,1572.729,250.000,4625.000,1125.000,2.059,1.683
337300.507,4260815.918,5.820,552.330,1802.332,4500.000,125.000,1250.000,3.409,1.707
335925.507,4263565.918,5.831,552.330,1677.331,3125.000,2875.000,1125.000,3.410,1.710
337800.507,4263440.918,5.820,552.340,1802.344,5000.000,2750.000,1250.000,3.409,1.707
335675.507,4262940.918,5.829,447.630,1697.625,2875.000,2250.000,1250.000,3.411,1.709
335050.507,4262440.918,5.508,552.460,1677.462,2250.000,1750.000,1125.000,3.273,1.683
335425.507,4262065.918,5.820,447.480,1697.482,2625.000,1375.000,1250.000,3.409,1.707
337800.507,4263565.918,5.820,552.530,1802.533,5000.000,2875.000,1250.000,3.409,1.707
335175.507,4262690.918,4.848,552.580,1677.581,2375.000,2000.000,1125.000,2.881,1.683
337300.507,4261065.918,5.820,552.600,1802.601,4500.000,375.000,1250.000,3.409,1.707
335300.507,4261815.918,5.820,447.390,1697.392,2500.000,1125.000,1250.000,3.409,1.707
336175.507,4265565.918,5.820,552.610,1677.606,3375.000,4875.000,1125.000,3.409,1.707
337550.507,4261815.918,5.820,447.370,1822.369,4750.000,1125.000,1375.000,3.409,1.707
337300.507,4260940.918,5.820,552.650,1802.647,4500.000,250.000,1250.000,3.409,1.707
333175.507,4265440.918,3.466,447.280,1572.276,375.000,4750.000,1125.000,2.059,1.683
335925.507,4264940.918,5.820,552.720,1677.722,3125.000,4250.000,1125.000,3.409,1.707
335425.507,4263815.918,5.609,552.730,1677.726,2625.000,3125.000,1125.000,3.333,1.683
333425.507,4265565.918,3.465,447.250,1572.247,625.000,4875.000,1125.000,2.059,1.683
337675.507,4261690.918,5.820,447.240,1822.239,4875.000,1000.000,1375.000,3.409,1.707
335800.507,4263190.918,5.822,447.240,1697.240,3000.000,2500.000,1250.000,3.411,1.707
336425.507,4265190.918,5.820,447.190,1697.193,3625.000,4500.000,1250.000,3.409,1.707
337800.507,4262190.918,5.820,447.160,1822.159,5000.000,1500.000,1375.000,3.409,1.707
335800.507,4264815.918,5.820,552.880,1677.881,3000.000,4125.000,1125.000,3.409,1.707
332800.507,4265065.918,3.465,447.090,1572.094,0.000,4375.000,1125.000,2.059,1.683
337800.507,4260815.918,5.820,552.980,1802.983,5000.000,125.000,1250.000,3.409,1.707
335550.507,4263190.918,5.470,553.000,1678.001,2750.000,2500.000,1125.000,3.250,1.683
335050.507,4262315.918,5.792,553.050,1678.050,2250.000,1625.000,1125.000,3.441,1.683
335675.507,4264565.918,5.822,553.070,1678.074,2875.000,3875.000,1125.000,3.411,1.707
334675.507,4260940.918,4.748,553.070,1678.067,1875.000,250.000,1125.000,2.821,1.683
335550.507,4262440.918,5.817,446.910,1696.905,2750.000,1750.000,1250.000,3.410,1.706
335300.507,4263065.918,4.256,553.220,1678.216,2500.000,2375.000,1125.000,2.529,1.683
332925.507,4265190.918,3.466,446.730,1571.733,125.000,4500.000,1125.000,2.059,1.683
333300.507,4265565.918,3.465,446.630,1571.635,500.000,4875.000,1125.000,2.059,1.683
337800.507,4262440.918,5.820,446.590,1821.589,5000.000,1750.000,1375.000,3.409,1.707
335175.507,4261565.918,5.820,446.400,1696.401,2375.000,875.000,1250.000,3.409,1.707
337800.507,4262565.918,5.820,446.390,1821.387,5000.000,1875.000,1375.000,3.409,1.707
337550.507,4262940.918,5.820,553.660,1803.656,4750.000,2250.000,1250.000,3.409,1.707
337800.507,4261690.918,5.820,446.330,1821.335,5000.000,1000.000,1375.000,3.409,1.707
335175.507,4261690.918,5.820,446.300,1696.301,2375.000,1000.000,1250.000,3.409,1.707
334675.507,4260815.918,4.212,553.710,1678.713,1875.000,125.000,1125.000,2.503,1.683
334800.507,4261690.918,5.819,553.780,1678.779,2000.000,1000.000,1125.000,3.411,1.706
