Northing_m,Easting_m,Elevation_m,Resistivity_ohmm
4267049.0,327575.3,519.4225,0.63
4267052.0,342187.4,598.1466,415.86
4267053.0,339259.9,381.0716,1255.5
4267055.0,332676.0,562.6382,0.96
4267059.0,342897.9,427.2471,433.26
4267062.0,339236.7,378.9127,1301.81
4267062.0,339967.9,451.0016,615.66
4267063.0,323883.1,525.8461,11.8
4267064.0,331921.2,554.6951,1.15
4267065.0,337767.0,539.5928,1008.56
4267068.0,339220.3,619.2438,1143.0
4267068.0,340681.5,476.4099,453.49
4267069.0,337023.6,503.4167,175.84
4267069.0,345980.8,453.7524,264.07
4267070.0,341407.4,544.4934,523.76
4267072.0,339207.5,617.7379,1160.66
4267073.0,336282.3,470.4056,22.06
4267075.0,335544.8,440.4086,14.72
4267077.0,334808.9,416.1112,7.06
4267077.0,339195.7,616.6337,1177.02
4267078.0,338462.4,575.8718,1397.12
4267079.0,334073.1,592.0328,2.49
4267081.0,339183.9,615.6455,1193.17
4267085.0,339172.2,614.5607,1209.26
4267087.0,328203.6,521.1039,0.44
4267090.0,339160.4,613.4256,1225.26
4267090.0,346869.0,395.0396,224.24
4267091.0,333309.7,571.6227,3.67
4267095.0,339145.4,612.352,1245.68
4267097.0,331099.5,542.7554,0.27
4267100.0,324513.5,520.0836,6.62
4267100.0,344253.8,621.26,261.21
4267103.0,339123.2,611.6496,1275.36
4267109.0,339838.5,428.5369,753.65
4267115.0,339091.9,611.0087,1316.38
4267122.0,341995.3,574.2648,470.16
4267126.0,340521.7,459.0796,491.63
4267128.0,341247.6,514.6708,544.02
4267130.0,339048.1,608.4061,1371.07
4267134.0,328805.3,522.8097,0.41
4267134.0,330266.9,529.949,2.14
4267136.0,325143.8,513.8335,3.47
4267141.0,338287.4,563.7362,1361.14
4267141.0,343404.3,459.4059,394.99
4267143.0,337550.9,526.3437,749.42
4267148.0,336807.5,492.3523,78.79
4267148.0,342655.1,385.9018,406.81
4267149.0,339728.7,400.4919,903.31
4267152.0,336066.2,460.5975,16.03
4267152.0,338987.6,603.1875,1439.89
4267154.0,335328.7,433.1578,12.26
4267156.0,334592.8,407.6739,5.35
4267158.0,333857.0,585.1563,2.11
4267163.0,344862.1,539.2174,163.54
4267171.0,332358.3,558.0819,1.27
4267173.0,325774.2,515.7707,2.09
4267180.0,339642.8,388.6453,1043.11
4267183.0,338903.9,596.6854,1517.45
4267184.0,340362.0,450.5531,562.46
4267185.0,333049.8,565.5086,1.83
4267186.0,341087.9,485.8414,554.05
4267186.0,341819.2,554.4263,535.6
4267198.0,329360.6,525.1073,0.79
4267198.0,331554.3,550.9591,0.53
4267203.0,339580.9,383.8065,1156.57
4267210.0,326404.6,518.6921,1.54
4267213.0,345583.0,471.2771,149.26
4267214.0,343939.9,380.4615,345.09
4267215.0,338085.3,551.8404,1237.39
4267219.0,339536.2,381.3891,1244.99
4267222.0,337334.7,515.1458,469.71
4267225.0,338787.7,590.4878,1582.78
4267226.0,336591.4,481.5815,37.98
4267228.0,342435.4,643.182,412.09
4267230.0,335850.1,450.3523,13.51
4267231.0,330732.1,532.5312,1.27
4267231.0,339503.9,379.5651,1312.13
4267233.0,335112.5,425.4931,9.94
4267234.0,334376.7,600.3224,4.7
4267235.0,343145.9,469.6456,393.88
4267235.0,346469.6,403.4963,210.74
4267238.0,333635.4,577.7458,2.74
4267239.0,339480.7,620.4163,1321.53
4267239.0,340212.6,439.1024,667.16
4267244.0,340928.1,464.8163,567.28
4267245.0,339464.3,619.583,1348.01
4267246.0,327035.0,518.8976,1.44
4267246.0,341655.4,540.8615,596.54
4267250.0,339451.5,619.0085,1368.67
4267254.0,339439.7,618.655,1387.79
4267258.0,339427.9,618.3062,1406.66
4267263.0,339416.2,617.7144,1425.42
4267267.0,339404.4,617.0321,1444.05
4267269.0,323317.9,524.8051,13.06
4267272.0,339389.4,616.2167,1467.8
4267278.0,329871.9,527.829,2.41
4267279.0,338639.1,581.5607,1581.72
4267280.0,339367.2,614.6094,1502.19
4267283.0,327665.4,518.2863,0.52
4267286.0,340083.2,421.3043,794.72
4267288.0,344518.7,588.8921,218.62
4267290.0,332763.4,560.3421,0.68
4267292.0,339335.9,612.4843,1549.56
4267294.0,337869.2,538.3703,1067.3
4267296.0,323973.1,524.4506,12.33
4267298.0,332008.7,552.8495,1.23
4267298.0,342243.3,603.0867,486.36
4267301.0,337118.6,504.154,237.95
4267302.0,340768.4,449.8986,596.31
4267304.0,341495.7,523.8256,643.5
4267305.0,336375.2,470.4161,21.31
4267308.0,339292.1,610.0215,1612.24
4267309.0,335633.9,441.1318,12.26
4267311.0,334896.4,416.81,7.92
4267313.0,334160.6,591.7829,3.14
4267318.0,343654.3,400.674,353.79
4267320.0,328293.6,521.0191,0.49
4267324.0,342903.1,455.0216,402.81
4267325.0,333397.2,570.971,3.45
4267326.0,339973.4,402.9955,936.36
4267330.0,339231.6,606.454,1690.07
4267331.0,331186.9,542.445,0.2
4267333.0,324603.5,518.746,7.83
4267343.0,338464.0,568.7686,1485.83
4267351.0,345205.2,495.5468,139.21
4267357.0,339887.5,391.9856,1071.09
4267360.0,339147.9,602.0207,1775.63
4267361.0,340608.6,437.757,651.37
4267362.0,341335.9,500.6686,675.17
4267362.0,342067.2,570.6108,574.05
4267367.0,328895.4,522.3587,0.76
4267368.0,330354.4,529.0071,2.41
4267370.0,325233.9,514.2382,3.96
4267372.0,337653.0,523.9955,865.39
4267379.0,336902.5,492.4947,108.72
4267380.0,339825.6,385.6414,1181.9
4267380.0,346071.8,417.443,128.44
4267384.0,336159.1,460.6078,15.01
4267388.0,335417.8,433.1768,11.09
4267390.0,334680.3,409.3996,6.35
4267392.0,333944.4,585.0099,2.23
4267396.0,339780.9,381.2414,1269.21
4267398.0,347067.5,616.5263,120.34
4267402.0,339031.7,595.7549,1840.16
4267402.0,344204.8,619.9665,230.31
4267404.0,342683.4,420.8092,381.98
4267405.0,332445.7,555.9633,0.5
4267406.0,325864.3,516.3062,2.19
4267408.0,339748.5,378.9042,1336.11
4267412.0,343395.9,432.5902,378.07
4267415.0,340459.3,426.047,735.14
4267416.0,339725.4,620.6651,1491.61
4267417.0,338262.0,556.3249,1326.02
4267420.0,333137.3,564.8468,2.1
4267420.0,341176.2,482.3421,698.61
4267421.0,341903.4,551.7549,661.91
4267422.0,339709.0,620.6311,1519.87
4267427.0,339696.2,620.5358,1542.02
4267431.0,339684.3,620.271,1562.62
4267432.0,329449.4,524.7747,1.83
4267432.0,331641.8,547.163,0.59
4267435.0,339672.6,619.6653,1583.03
4267440.0,339660.9,618.759,1603.42
4267443.0,326494.7,519.181,1.6
4267444.0,339649.1,617.9321,1623.77
4267449.0,339634.1,617.0263,1649.82
4267451.0,337436.9,513.3237,603.75
4267457.0,338883.1,586.6254,1820.31
4267457.0,339611.9,615.6515,1687.86
4267458.0,336686.4,481.0436,51.19
4267462.0,335943.0,450.2727,13.25
4267462.0,340329.9,415.6158,841.38
4267465.0,330819.5,532.9883,0.8
4267466.0,335201.7,424.3248,9.77
4267469.0,334464.1,401.7817,5.15
4267469.0,339580.6,614.1576,1740.79
4267472.0,333722.9,578.1785,2.21
4267473.0,342491.3,645.3386,485.72
4267476.0,344861.8,523.8224,175.09
4267478.0,341016.4,469.0573,723.2
4267479.0,327125.1,518.1879,1.62
4267480.0,341743.7,535.2184,737.63
4267485.0,339536.8,612.5984,1812.11
4267495.0,338045.8,541.826,1165.54
4267501.0,343153.1,461.2459,363.8
4267502.0,323408.0,523.6589,13.81
4267502.0,340220.1,408.101,963.16
4267506.0,343919.2,612.4573,207.55
4267507.0,339476.3,608.5482,1903.28
4267512.0,329959.4,527.089,3.37
4267516.0,327755.5,517.5274,0.48
4267517.0,345694.0,440.1727,126.13
4267520.0,338708.0,574.2026,1687.58
4267524.0,332850.9,559.0187,0.63
4267530.0,324063.2,524.6255,13.49
4267530.0,337220.8,504.2894,342.87
4267532.0,332096.1,550.4157,0.54
4267533.0,340134.2,402.4843,1082.86
4267536.0,340856.7,455.7671,758.15
4267537.0,336470.2,469.9542,27.68
4267537.0,339392.5,604.6757,2008.91
4267538.0,341584.0,515.9137,791.7
4267538.0,342315.2,588.174,583.56
4267541.0,335726.9,440.9909,12.81
4267543.0,346669.7,380.2597,89.93
4267545.0,334985.6,415.7112,8.4
4267547.0,334248.0,593.4012,4.3
4267553.0,328383.7,520.5838,0.75
4267556.0,340072.3,397.511,1183.73
4267559.0,333484.6,569.7061,2.75
4267565.0,331274.4,539.7735,0.18
4267566.0,324693.6,518.3222,9.14
4267572.0,340027.6,393.2276,1264.78
4267574.0,337829.7,527.1559,1007.77
4267579.0,339276.4,598.0638,2101.65
4267581.0,342933.5,449.3265,356.36
4267584.0,339995.2,390.8093,1327.8
4267590.0,344547.8,552.8012,177.51
4267591.0,340707.3,441.8615,812.61
4267592.0,339972.0,390.0956,1375.23
4267594.0,338506.0,561.8625,1488.74
4267596.0,341424.2,499.3433,822.77
4267597.0,342151.5,565.1074,686.38
4267598.0,339955.7,389.6426,1409.93
4267600.0,343660.8,630.0932,209.64
4267601.0,328984.2,521.8362,1.65
4267602.0,330441.8,529.6565,1.39
4267603.0,325324.0,513.0606,4.13
4267603.0,339942.9,389.042,1437.68
4267607.0,339931.0,388.1202,1463.97
4267608.0,337004.6,493.0187,171.62
4267612.0,339919.3,387.0133,1490.49
4267615.0,336254.1,460.6915,19.31
4267616.0,339907.5,385.8465,1517.52
4267620.0,335510.7,431.7953,12.05
4267620.0,339895.8,384.8314,1545.03
4267624.0,334769.4,408.9933,7.14
4267626.0,334031.9,583.7095,2.85
4267626.0,339880.7,383.6779,1581.03
4267634.0,339127.8,588.0321,2107.34
4267634.0,339858.6,382.6189,1635.42
4267638.0,340577.9,431.8388,888.5
4267639.0,325954.4,515.6433,2.06
4267639.0,332533.2,554.7284,0.22
4267642.0,345350.6,461.501,138.96
4267645.0,339827.2,381.3678,1715.24
4267651.0,342741.4,400.5902,375.04
4267653.0,337613.6,516.7046,792.83
4267654.0,333224.7,563.4439,2.26
4267654.0,341264.5,485.0219,836.35
4267655.0,341991.7,549.4997,782.35
4267661.0,339783.5,379.2102,1832.09
4267666.0,329536.9,524.2046,2.83
4267666.0,331729.3,544.4408,0.48
4267672.0,338289.8,549.5213,1316.16
4267676.0,326584.7,517.474,1.63
4267678.0,340468.1,424.5303,982.89
4267680.0,346291.9,392.1734,117.28
4267683.0,339723.0,616.7475,2071.36
4267687.0,336788.5,480.7084,85.23
4267689.0,343418.0,382.8338,311.66
4267694.0,336038.0,450.6095,17.54
4267694.0,344262.3,559.886,160.41
4267697.0,338952.7,577.9109,1978.65
4267698.0,335294.6,421.9071,10.8
4267699.0,330907.0,533.7739,0.25
4267702.0,334553.3,401.6084,5.94
4267707.0,333810.4,576.6065,2.02
4267709.0,340382.2,418.0379,1081.47
4267712.0,341104.7,471.3046,845.0
4267713.0,327215.1,516.6878,1.84
4267713.0,339639.2,611.4501,2214.22
4267713.0,341832.0,537.561,855.97
4267715.0,342565.2,631.6888,587.91
4267722.0,347310.5,598.8218,54.53
4267731.0,337397.4,507.3977,527.74
4267732.0,340320.3,413.0987,1168.25
4267735.0,323498.0,523.0947,14.95
4267746.0,330046.8,525.4905,1.57
4267748.0,340275.6,409.7388,1240.13
4267749.0,327845.5,518.1703,0.55
4267751.0,338073.7,536.7819,1196.67
4267756.0,339523.0,603.6958,2371.58
4267756.0,345036.7,492.5374,129.87
4267758.0,332938.3,558.6485,0.89
4267760.0,340243.2,407.5554,1297.28
4267763.0,324153.3,524.5363,14.5
4267766.0,336572.4,469.4967,46.89
4267766.0,340955.3,457.8935,866.36
4267767.0,332183.6,549.7914,0.15
4267768.0,340220.1,405.7295,1341.0
4267768.0,343198.4,426.4288,356.93
4267771.0,338750.6,566.8014,1750.31
4267772.0,341672.2,529.6989,894.85
4267773.0,335821.8,440.7064,17.51
4267774.0,340203.7,404.136,1373.34
4267774.0,342401.5,597.6325,687.4
4267777.0,335078.5,413.7524,9.43
4267779.0,340190.9,402.8376,1399.41
4267781.0,334337.2,594.363,5.48
4267783.0,340179.1,401.8269,1424.29
4267787.0,328472.5,520.2801,1.43
4267787.0,340167.3,401.1413,1449.58
4267788.0,344003.9,551.3758,222.41
4267792.0,340155.6,400.5251,1475.52
4267793.0,333572.1,569.4561,1.97
4267796.0,340143.8,399.8625,1502.13
4267800.0,324783.6,515.4168,9.76
4267800.0,331361.8,538.725,0.26
4267801.0,340128.8,399.0737,1537.18
4267805.0,345948.4,408.8871,115.73
4267809.0,340106.6,397.3447,1590.77
4267810.0,337181.3,496.485,305.32
4267810.0,339374.5,593.8338,2466.82
4267814.0,340825.9,447.138,910.22
4267821.0,340075.3,394.5956,1670.69
4267830.0,337857.6,525.6734,1056.18
4267830.0,341512.5,512.9629,896.61
4267833.0,342241.7,584.159,786.6
4267835.0,329071.6,521.5645,2.8
4267836.0,325414.0,512.3537,3.75
4267837.0,330529.3,530.7419,0.22
4267837.0,340031.5,392.5721,1790.48
4267838.0,343006.3,456.1193,439.88
4267844.0,336356.3,460.4656,32.1
4267849.0,338534.5,556.0345,1538.37
4267851.0,335605.7,431.2167,16.6
4267854.0,340716.1,438.9041,976.14
4267856.0,334862.3,407.0455,8.14
4267859.0,339971.0,388.8004,1971.82
4267860.0,334121.0,584.3655,3.53
4267860.0,344751.1,516.6291,165.64
4267860.0,346932.7,599.9849,56.41
4267873.0,326044.4,513.3674,1.71
4267874.0,332620.6,553.8711,0.3
4267874.0,339199.4,585.0063,2416.47
4267877.0,343761.1,584.3094,336.34
4267885.0,340630.3,431.1766,1052.72
4267888.0,333312.2,561.8735,2.16
4267888.0,341352.7,492.0843,878.27
4267889.0,336965.2,484.9765,167.26
4267889.0,339887.2,382.1691,2251.58
4267891.0,342082.0,583.1704,868.93
4267900.0,329624.3,522.5013,1.81
4267900.0,331816.7,542.4335,0.2
4267902.0,342830.1,431.7925,503.78
4267907.0,340568.4,425.7477,1124.07
4267908.0,337641.4,514.2013,828.29
4267909.0,326674.8,516.8013,1.66
4267919.0,345634.5,424.5293,103.68
4267923.0,336140.1,452.0198,28.17
4267924.0,340523.6,423.2553,1185.32
4267928.0,338318.4,544.0406,1413.95
4267930.0,335389.6,422.3003,14.54
4267931.0,339771.1,616.0981,2660.06
4267933.0,330994.4,533.9866,0.16
4267934.0,334646.2,400.3953,6.72
4267935.0,340491.3,421.4581,1235.15
4267940.0,333899.5,576.3502,1.84
4267942.0,341203.4,479.9834,867.44
4267944.0,340468.1,418.8907,1273.88
4267946.0,327305.2,516.6187,2.07
4267947.0,338997.3,574.3547,2204.99
4267949.0,341922.3,586.4035,914.45
4267950.0,340451.7,416.7907,1302.87
4267954.0,340439.0,415.7532,1326.43
4267954.0,344492.7,509.9999,266.4
4267956.0,343541.4,365.9793,401.81
4267959.0,340427.1,415.2213,1349.07
4267962.0,342666.4,397.4841,547.42
4267963.0,340415.3,414.8176,1372.24
4267967.0,336749.0,474.8318,95.4
4267967.0,340403.6,414.3338,1396.16
4267969.0,323588.1,522.1124,15.25
4267972.0,340391.9,413.8649,1420.86
4267977.0,340376.8,413.5492,1453.61
4267980.0,330134.3,525.6473,0.27
4267983.0,327934.3,519.2649,0.7
4267985.0,340354.6,412.733,1504.16
4267985.0,346589.3,607.6867,67.85
4267986.0,339622.5,606.6001,2921.2
4267987.0,337425.3,504.2447,563.53
4267989.0,341074.0,473.0222,879.25
4267992.0,333025.8,555.7662,1.57
4267996.0,324243.3,520.9797,13.37
4267997.0,340323.3,410.8343,1580.66
4268001.0,332271.0,548.3335,0.17
4268001.0,335924.0,443.5138,27.54
4268007.0,338102.2,533.0292,1327.19
4268007.0,341762.5,567.2538,912.23
4268009.0,335173.4,414.51,12.21
4268012.0,340279.5,408.7317,1697.65
4268013.0,334430.1,593.8674,5.96
4268020.0,342506.6,376.034,568.42
4268021.0,328560.0,520.6446,1.64
4268023.0,345349.0,448.2153,219.48
4268026.0,338781.2,563.7061,1935.93
4268026.0,343349.3,447.1276,518.95
4268027.0,333661.2,570.0301,1.24
4268029.0,340964.2,461.8313,913.98
4268033.0,324873.7,512.9081,8.45
4268034.0,331449.3,537.3917,0.29
4268034.0,340219.0,403.9518,1879.57
4268043.0,344249.9,515.9524,369.75
4268046.0,336532.9,466.1462,62.33
4268049.0,339447.4,597.8129,3044.91
4268061.0,340878.3,447.8905,963.52
4268065.0,340135.3,397.2791,2171.57
4268065.0,341602.8,534.7449,876.9
4268066.0,337209.2,495.7578,346.35
4268069.0,325504.1,511.8977,2.78
4268069.0,329159.1,521.8443,2.39
4268071.0,330616.7,530.6163,0.1
4268078.0,342346.9,360.7817,563.94
4268080.0,335707.9,433.706,25.94
4268083.0,340816.4,439.4874,1014.29
4268085.0,337886.1,521.2455,1178.6
4268087.0,334957.3,406.3358,10.09
4268090.0,343173.2,465.586,621.52
4268092.0,334214.0,585.8537,3.45
4268099.0,340771.7,435.0326,1060.1
4268099.0,346275.4,616.3875,106.78
4268104.0,338565.0,552.6695,1734.91
4268106.0,326134.5,513.1138,1.3
4268107.0,340019.1,389.4432,2653.69
4268108.0,332708.1,550.552,0.85
4268111.0,340739.3,431.8494,1098.52
4268117.0,345090.6,455.5037,326.74
4268119.0,341453.4,523.0843,841.8
4268120.0,340716.1,429.4503,1129.0
4268122.0,333401.3,560.7101,1.8
4268123.0,339245.3,587.8916,2927.71
4268123.0,344030.3,560.4092,471.87
4268125.0,336316.8,457.6806,49.15
4268126.0,340699.8,428.3248,1152.11
4268130.0,340687.0,427.7864,1171.05
4268134.0,329711.8,522.3015,0.47
4268134.0,331904.2,541.8955,0.15
4268135.0,340675.1,427.0031,1189.38
4268137.0,342187.2,364.6571,532.93
4268139.0,340663.4,426.2028,1208.27
4268143.0,326764.9,517.2364,1.76
4268143.0,340651.6,425.6236,1227.92
4268144.0,336993.1,485.7136,206.01
4268147.0,340639.9,425.4789,1248.35
4268150.0,343009.5,447.5108,702.03
4268153.0,340624.8,426.0645,1275.61
4268159.0,335491.7,424.4647,22.42
4268161.0,339870.5,380.4218,3376.12
4268161.0,340602.7,426.5236,1318.16
4268164.0,337670.0,510.4306,939.1
4268166.0,334741.2,399.8199,7.83
4268167.0,341324.0,524.9656,826.32
4268168.0,331081.9,533.6971,0.23
4268172.0,333992.4,578.1085,1.35
4268172.0,340571.3,425.7245,1383.38
4268180.0,327394.0,517.1137,2.12
4268183.0,338348.9,541.6194,1605.89
4268188.0,340527.6,422.9236,1484.99
4268193.0,343838.2,622.5953,573.21
4268195.0,342027.4,638.1785,915.86
4268202.0,323678.1,521.2302,13.35
4268202.0,339029.2,577.1515,2616.66
4268203.0,336100.7,449.3172,44.17
4268203.0,345989.8,380.8159,185.54
4268206.0,344847.8,452.3537,402.01
4268207.0,341214.2,505.4427,830.51
4268208.0,342849.7,448.6423,754.44
4268210.0,340467.1,417.7006,1647.27
4268215.0,330221.8,527.4356,0.1
4268217.0,328021.8,519.7076,0.74
4268223.0,336776.9,475.9478,128.32
4268225.0,339695.5,614.7407,3741.12
4268226.0,333115.0,552.925,2.62
4268229.0,324333.4,517.9491,8.89
4268235.0,332358.5,546.6973,0.39
4268237.0,335275.6,417.0727,18.07
4268238.0,341128.3,476.0373,852.5
4268240.0,347073.1,582.225,37.8
4268241.0,340383.3,412.5221,1917.84
4268243.0,337453.8,502.9648,667.66
4268245.0,334525.1,593.8166,6.18
4268253.0,341867.7,595.4052,874.98
4268256.0,328647.4,519.7794,1.39
4268257.0,343662.0,364.5757,739.97
4268259.0,333754.1,571.4486,0.62
4268260.0,341066.4,460.8,881.37
4268262.0,338132.8,530.1134,1485.58
4268266.0,324963.8,512.1948,5.4
4268266.0,342690.0,456.3856,767.24
4268268.0,331536.8,538.0828,0.22
4268277.0,341021.7,453.681,909.97
4268280.0,338813.1,566.2507,2279.16
4268282.0,335884.5,440.7265,40.49
4268283.0,340267.1,406.4188,2389.9
4268286.0,344628.1,470.7838,462.66
4268288.0,340989.3,448.9512,935.18
4268297.0,340966.2,446.5082,955.75
4268297.0,345731.4,389.6513,219.97
4268299.0,339493.4,605.9069,3839.24
4268302.0,336560.8,465.9408,89.79
4268303.0,325594.2,512.0474,1.64
4268303.0,340949.8,445.4345,971.62
4268304.0,329246.6,520.6857,0.94
4268305.0,330704.2,530.5543,0.11
4268307.0,340937.0,444.3413,984.76
4268307.0,341718.3,569.1001,824.2
4268312.0,340925.1,443.028,997.61
4268316.0,335059.5,408.7778,13.89
4268316.0,340913.4,441.8441,1010.98
4268316.0,343498.3,371.5238,803.47
4268320.0,340901.7,441.2936,1024.99
4268321.0,337237.7,493.9971,435.85
4268323.0,334308.9,585.5487,3.15
4268325.0,340889.9,441.5903,1039.68
4268325.0,342530.2,446.8485,737.66
4268330.0,340874.8,442.137,1059.44
4268337.0,340118.5,397.9532,3162.8
4268338.0,340852.7,441.9395,1090.6
4268339.0,326224.6,514.5133,1.03
4268340.0,337916.7,516.3792,1318.32
4268341.0,332797.2,548.7729,2.59
4268349.0,340821.4,440.6172,1139.09
4268354.0,333494.2,560.9215,1.14
4268354.0,341588.9,558.8712,785.68
4268354.0,346759.2,583.8688,49.57
4268356.0,344436.0,508.4542,516.95
4268359.0,338596.9,553.8574,1992.98
4268361.0,335668.4,430.8071,34.98
4268365.0,340777.6,438.7952,1216.17
4268368.0,329799.2,523.5615,0.16
4268369.0,331991.6,543.6135,0.24
4268375.0,343338.6,389.4201,861.52
4268376.0,326853.7,515.7317,1.95
4268377.0,339277.2,596.0495,3586.26
4268380.0,336344.7,456.6451,71.54
4268383.0,342370.5,397.6843,670.59
4268385.0,345488.6,399.0007,282.3
4268387.0,340717.1,435.419,1342.48
4268394.0,341479.1,536.2523,765.38
4268395.0,334843.3,400.0837,9.88
4268400.0,337021.6,483.5529,274.53
4268401.0,339943.5,389.8226,4269.87
4268402.0,331169.3,535.0987,0.38
4268404.0,334087.4,578.6308,1.04
4268414.0,327481.5,517.5048,1.82
4268418.0,340633.3,430.2549,1560.26
4268419.0,337700.5,506.6539,1093.44
4268420.0,344259.9,551.3124,572.17
4268425.0,341393.2,504.5617,764.8
4268433.0,343178.8,402.7008,906.15
4268435.0,323768.2,522.0327,9.55
4268438.0,338380.8,541.5325,1768.02
4268439.0,335452.3,421.0438,27.64
4268441.0,342210.7,632.2119,916.56
4268448.0,341331.3,486.9007,775.11
4268449.0,330309.2,527.6736,0.1
4268451.0,328109.2,518.0592,0.57
4268456.0,339061.1,584.7459,3125.58
4268458.0,333207.9,551.7765,3.07
4268458.0,346473.6,588.1945,66.96
4268459.0,336128.5,448.4959,61.03
4268460.0,340517.2,424.3879,1959.85
4268463.0,324423.5,515.3146,4.1
4268464.0,341286.6,479.386,788.49
4268465.0,345268.9,409.5192,345.7
4268469.0,332447.7,545.2454,1.44
4268473.0,334627.2,593.8512,7.32
4268474.0,339741.4,382.8638,5329.32
4268476.0,341254.2,473.2339,801.64
4268479.0,336805.5,472.7566,176.82
4268479.0,344096.1,578.8486,631.82
4268484.0,341231.1,470.5689,812.99
4268490.0,328734.9,517.8612,0.94
4268490.0,341214.7,469.1406,822.01
4268491.0,333849.1,572.3147,0.34
4268491.0,343019.1,399.9726,921.56
4268495.0,341201.9,467.603,829.64
4268495.0,342061.4,593.9464,861.32
4268498.0,337484.4,499.5452,833.66
4268499.0,325053.8,512.0958,2.47
4268499.0,341190.0,466.3454,837.2
4268502.0,331624.2,539.2899,0.21
4268504.0,341178.3,465.3318,845.17
4268508.0,341166.6,464.7551,853.63
4268512.0,341154.8,464.7482,862.61
4268514.0,340368.6,416.3162,2446.88
4268516.0,338164.7,527.0456,1599.22
4268518.0,335236.1,412.3203,20.0
4268518.0,341139.7,464.2099,874.79
4268526.0,341117.6,463.0443,894.31
4268535.0,338845.0,570.4356,2608.46
4268535.0,345076.9,432.0378,406.32
4268536.0,325684.2,512.0136,0.81
4268537.0,341086.3,462.2133,925.28
4268537.0,343936.4,591.6792,698.31
4268538.0,329334.0,519.6879,0.29
4268538.0,335912.4,438.1097,50.83
4268539.0,330791.6,530.6838,0.3
4268542.0,341932.0,567.2049,811.46
4268549.0,342859.3,375.3289,898.3
4268552.0,334411.1,586.4363,3.62
4268552.0,346215.3,595.5783,91.11
4268553.0,339525.3,620.0605,4669.54
4268553.0,341042.5,462.3474,975.7
4268557.0,336589.3,463.2844,121.74
4268573.0,326313.3,513.0318,0.96
4268574.0,332890.2,548.2373,5.3
4268575.0,340982.0,460.3706,1060.58
4268576.0,337268.3,490.4418,580.14
4268578.0,340193.5,408.9327,3145.0
4268582.0,341822.2,548.5991,776.54
4268585.0,333589.2,561.9209,0.57
4268595.0,337948.6,514.497,1471.98
4268596.0,343776.6,581.531,769.62
4268597.0,335020.0,402.2373,13.2
4268599.0,344900.7,462.8112,468.42
4268602.0,332080.8,542.1135,0.52
4268603.0,329886.7,522.769,0.1
4268606.0,340898.2,455.3854,1211.66
4268607.0,342699.6,361.7046,841.54
4268611.0,326941.1,514.9974,2.16
4268613.0,338628.9,554.5221,2147.78
4268613.0,341736.3,531.3397,758.8
4268616.0,335696.3,427.9443,38.62
4268632.0,339309.1,611.3238,4258.11
4268633.0,334189.6,578.1573,1.3
4268636.0,331256.8,535.0896,0.42
4268636.0,336373.2,453.9501,89.54
4268636.0,341674.4,519.095,752.94
4268640.0,345972.4,603.454,128.82
4268648.0,327568.9,516.6104,1.34
4268648.0,340782.1,448.2024,1387.23
4268652.0,339991.4,404.2796,4033.16
4268652.0,341629.7,512.5674,752.73
4268654.0,343616.9,576.0691,906.4
4268655.0,337052.1,480.5388,370.46
4268659.0,344737.0,478.2566,535.38
4268662.0,342550.2,358.4765,767.77
4268664.0,341597.3,506.6805,754.93
4268668.0,323858.3,519.6407,5.93
4268672.0,341574.1,503.1812,757.8
4268673.0,337732.4,505.2579,1336.5
4268675.0,334803.9,595.7101,9.79
4268678.0,341557.8,501.3453,760.49
4268683.0,330396.7,527.0017,0.1
4268683.0,341545.0,499.8707,762.98
4268686.0,328196.7,516.3532,0.41
4268687.0,341533.1,498.9612,765.61
4268689.0,333302.8,552.4198,2.12
4268692.0,338412.7,539.8306,1829.44
4268692.0,341521.4,498.2023,768.54
4268695.0,335480.1,418.084,26.2
4268696.0,324513.5,513.4127,1.56
4268696.0,341509.6,497.3779,771.8
4268700.0,341497.9,496.4678,775.39
4268701.0,332540.6,543.6974,4.09
4268702.0,340633.5,439.08,1675.77
4268706.0,341482.8,494.7957,780.43
4268709.0,342420.8,623.5485,977.79
4268710.0,339093.0,602.7857,3546.6
4268711.0,347035.9,569.2535,61.45
4268712.0,343457.2,584.6437,1059.86
4268714.0,341460.7,492.069,788.9
4268715.0,336157.1,444.0281,66.34
4268717.0,344577.2,488.2067,611.88
4268720.0,333951.3,570.5007,0.46
4268720.0,345752.8,610.9301,177.19
4268724.0,328822.3,517.3068,0.51
4268725.0,341429.3,489.7213,803.09
4268730.0,339775.3,405.3664,4848.66
4268733.0,325143.9,511.8139,0.8
4268734.0,336836.0,469.4896,222.49
4268736.0,331713.4,538.2535,0.29
4268741.0,341385.6,490.4515,827.59
4268749.0,342311.0,599.3255,925.0
4268752.0,337516.3,496.209,1067.51
4268754.0,334587.8,589.2042,5.27
4268763.0,341325.1,491.9736,871.4
4268766.0,340458.4,432.6847,2120.89
4268770.0,325773.0,511.3712,0.44
4268770.0,343297.4,596.6894,1197.56
4268771.0,338196.6,526.0789,1701.08
4268772.0,329421.5,518.9795,0.15
4268774.0,330879.1,531.5693,0.59
4268774.0,335264.0,407.3142,16.14
4268775.0,344417.5,495.9103,700.69
4268780.0,342225.1,584.3385,885.35
4268789.0,338876.9,584.0921,2759.75
4268790.0,345560.7,618.2846,217.52
4268793.0,335940.9,434.7464,45.74
