easting,northing,gCBGA
304161,4241525,-193.55700000000
341956,4240698,-203.84500000000
341184,4240769,-199.37100000000
342861,4240755,-210.04500000000
356663,4240498,-235.01000000000
316377,4241331,-192.13000000000
333970,4240951,-193.20000000000
340631,4240817,-196.74700000000
340981,4240810,-198.11100000000
342832,4240774,-209.58900000000
355439,4240539,-238.24000000000
340792,4240832,-197.57000000000
294296,4241900,-197.59700000000
294296,4241900,-197.58700000000
320969,4241265,-199.92400000000
320969,4241265,-199.96400000000
330152,4241067,-190.80700000000
341375,4240839,-200.52600000000
341579,4240835,-201.86500000000
359622,4240502,-229.13700000000
339772,4240889,-197.39500000000
336755,4240968,-196.39000000000
339787,4240908,-197.02200000000
291266,4242033,-207.58600000000
291266,4242033,-207.58600000000
321000,4241320,-199.62800000000
327822,4241172,-196.85700000000
341770,4240887,-202.67500000000
342703,4240869,-208.44800000000
330519,4241170,-190.83700000000
342150,4240972,-204.81100000000
301369,4241889,-189.86700000000
342545,4241001,-206.98700000000
349540,4240868,-237.33000000000
307740,4241773,-197.63700000000
342355,4241024,-205.49800000000
342370,4241023,-205.48600000000
300265,4242028,-191.74400000000
311153,4241785,-190.98200000000
334677,4241307,-194.93100000000
290006,4242362,-210.99100000000
315395,4241742,-192.89600000000
290006,4242380,-211.03600000000
333454,4241405,-191.73700000000
339139,4241290,-196.98000000000
331925,4241492,-189.21000000000
331882,4241512,-190.13900000000
335511,4241437,-195.97300000000
314991,4241918,-194.98100000000
315006,4241955,-191.92000000000
315021,4241954,-191.87000000000
334857,4241543,-191.87400000000
350495,4241239,-240.29800000000
314133,4242030,-191.19700000000
304663,4242383,-193.40500000000
304663,4242383,-193.42500000000
327516,4241881,-197.50800000000
329163,4241846,-193.42900000000
330780,4241812,-191.25100000000
306982,4242383,-197.06300000000
336829,4241725,-195.78600000000
290353,4242816,-210.37100000000
309386,4242344,-192.88900000000
356707,4241367,-236.19400000000
312929,4242280,-191.02900000000
318204,4242160,-194.20700000000
321018,4242115,-198.71800000000
310641,4242370,-191.11900000000
300818,4242625,-192.67600000000
321820,4242134,-200.14300000000
322622,4242117,-201.27400000000
323452,4242099,-201.86100000000
324254,4242081,-201.96500000000
325871,4242046,-201.27700000000
304987,4242542,-193.59100000000
320989,4242171,-199.05200000000
321864,4242152,-200.44700000000
322592,4242136,-201.64900000000
323468,4242117,-202.09600000000
324269,4242100,-202.22900000000
324269,4242100,-202.27900000000
335549,4241862,-198.28800000000
320990,4242190,-199.04600000000
321864,4242171,-200.44200000000
322593,4242155,-201.62400000000
323468,4242135,-202.16100000000
325872,4242084,-200.82600000000
305864,4242613,-197.21000000000
339150,4241882,-196.90600000000
332026,4242120,-191.46700000000
306275,4242715,-196.98400000000
306289,4242714,-197.01400000000
360035,4241605,-229.31500000000
354148,4241727,-241.90100000000
341763,4242053,-201.51500000000
352168,4241856,-242.85300000000
346251,4241984,-222.27700000000
306571,4242892,-197.14500000000
306571,4242892,-197.10500000000
307520,4242962,-199.55800000000
306866,4243052,-197.70500000000
307173,4243045,-197.67900000000
306357,4243082,-196.84300000000
306866,4243070,-197.80000000000
307158,4243063,-197.67400000000
353368,4242111,-243.42700000000
327750,4242635,-196.86300000000
298128,4243469,-195.19400000000
298128,4243469,-195.18400000000
307454,4243241,-198.54700000000
307454,4243241,-198.58700000000
300475,4243448,-193.29800000000
294020,4243647,-196.81800000000
294021,4243665,-196.80300000000
327741,4242894,-197.04800000000
338977,4242663,-197.97100000000
288687,4243840,-209.83600000000
312500,4243271,-189.82500000000
293906,4243761,-197.19600000000
293906,4243761,-197.17600000000
307896,4243416,-200.06300000000
307896,4243416,-200.05300000000
330396,4242949,-191.75100000000
315140,4243302,-189.91600000000
352079,4242542,-239.65200000000
335293,4242885,-194.95000000000
347970,4242637,-223.50400000000
347971,4242655,-223.40800000000
308337,4243572,-199.99200000000
310333,4243525,-193.34100000000
318989,4243326,-194.53400000000
321014,4243281,-197.84600000000
327732,4243135,-197.16800000000
308337,4243591,-199.99600000000
318975,4243345,-194.51900000000
319032,4243344,-194.20800000000
321014,4243300,-197.91100000000
327718,4243154,-197.19300000000
321045,4243354,-198.04400000000
330648,4243166,-191.30500000000
330939,4243160,-188.73100000000
313221,4243569,-190.50200000000
335005,4243095,-196.20100000000
352666,4242771,-240.60100000000
308778,4243765,-199.08500000000
308778,4243765,-199.05500000000
338579,4243189,-198.12300000000
295230,4244227,-197.45000000000
295230,4244227,-197.50000000000
309075,4243943,-198.62600000000
309075,4243943,-198.57600000000
327581,4243527,-197.74900000000
329183,4243493,-195.29100000000
338509,4243301,-199.33100000000
338509,4243301,-199.33100000000
356546,4242961,-238.06500000000
316201,4243833,-189.05300000000
316187,4243852,-189.09800000000
327684,4243599,-198.30700000000
329199,4243567,-195.65000000000
293441,4244420,-197.23200000000
299999,4244255,-194.18400000000
314555,4243908,-189.61000000000
316159,4243871,-188.67200000000
317411,4243843,-191.05700000000
322672,4243726,-200.41800000000
324304,4243690,-202.17100000000
324304,4243690,-202.22100000000
325105,4243673,-202.40900000000
325906,4243655,-202.46800000000
321856,4243762,-199.15200000000
324304,4243708,-201.80600000000
343246,4243356,-205.42200000000
355952,4243119,-240.63000000000
356753,4243105,-238.21000000000
299899,4244332,-195.07300000000
309661,4244096,-194.57000000000
309821,4244092,-196.00000000000
317820,4243908,-191.73400000000
321901,4243817,-199.51600000000
322629,4243801,-200.82700000000
299899,4244350,-195.11800000000
306237,4244196,-196.73300000000
309661,4244114,-194.65400000000
309807,4244111,-196.04500000000
317821,4243926,-191.72800000000
321901,4243835,-199.56100000000
322629,4243819,-200.90100000000
288783,4244689,-209.10200000000
291989,4244606,-201.79000000000
343890,4243455,-205.82900000000
354277,4243260,-242.52000000000
343876,4243473,-205.25300000000
307364,4244335,-197.35500000000
338224,4243658,-198.06500000000
310103,4244289,-193.87800000000
310103,4244289,-193.85800000000
310249,4244286,-193.35400000000
310264,4244285,-193.39400000000
316762,4244135,-189.02500000000
312306,4244330,-189.56200000000
315993,4244264,-188.69100000000
310240,4244527,-194.43000000000
331701,4244051,-192.92900000000
307516,4244609,-198.23700000000
332884,4244100,-194.03800000000
353268,4243815,-240.68900000000
327525,4244361,-200.40000000000
317109,4244682,-189.68000000000
317109,4244682,-189.70000000000
322705,4244557,-200.21800000000
324322,4244522,-202.12700000000
337711,4244242,-197.32700000000
317140,4244738,-189.68400000000
319908,4244675,-194.58200000000
335789,4244374,-197.20900000000
349601,4244123,-225.45700000000
360076,4243972,-230.92600000000
314200,4244934,-190.57100000000
314215,4244933,-190.57100000000
305824,4245186,-193.72800000000
314231,4244989,-189.02500000000
307719,4245178,-197.67100000000
297348,4245506,-196.91600000000
297348,4245524,-196.91100000000
320164,4245002,-194.82900000000
353992,4244357,-241.29800000000
324334,4245077,-205.24900000000
313585,4245411,-191.10900000000
348024,4244745,-220.20000000000
346378,4244794,-216.35800000000
321060,4245334,-196.81200000000
321060,4245334,-196.82200000000
321934,4245315,-198.51200000000
321934,4245315,-198.48200000000
322662,4245299,-200.31500000000
322662,4245299,-200.27500000000
329218,4245158,-199.79900000000
330820,4245124,-196.60300000000
344383,4244851,-207.94400000000
329233,4245176,-200.11400000000
330836,4245142,-196.38400000000
324339,4245299,-202.77000000000
324339,4245299,-202.76000000000
327572,4245229,-202.40800000000
334143,4245092,-195.69200000000
321090,4245389,-196.65600000000
321207,4245386,-196.33700000000
322722,4245353,-200.00900000000
322736,4245353,-200.08900000000
324339,4245318,-202.39500000000
325941,4245283,-203.96000000000
316210,4245517,-188.06400000000
321892,4245390,-198.24100000000
325942,4245320,-203.56000000000
337131,4245124,-195.50400000000
291941,4246198,-205.77900000000
298439,4246034,-196.07100000000
288650,4246303,-208.86300000000
290267,4246260,-209.85000000000
291928,4246217,-205.84400000000
298426,4246053,-196.10600000000
321095,4245611,-196.66100000000
332400,4245387,-194.88900000000
317310,4245807,-189.21400000000
317310,4245807,-189.15400000000
320370,4245756,-194.97800000000
311048,4246007,-192.88000000000
304902,4246264,-192.03800000000
356528,4245218,-238.92300000000
343404,4245499,-207.13100000000
334797,4245708,-196.17500000000
326904,4245984,-204.59300000000
307531,4246478,-194.64900000000
312585,4246359,-191.80000000000
326832,4246041,-204.25500000000
324357,4246113,-202.96200000000
325958,4246097,-205.09900000000
330926,4245992,-198.43300000000
288640,4247006,-209.84700000000
318225,4246286,-190.05700000000
288625,4247025,-209.85200000000
318313,4246321,-190.45600000000
318313,4246321,-190.43600000000
322682,4246224,-200.17900000000
322682,4246224,-200.18900000000
322742,4246222,-199.87800000000
302145,4246775,-196.70100000000
302131,4246794,-196.71600000000
336683,4246021,-199.28400000000
337907,4245996,-198.67600000000
321112,4246369,-196.73000000000
336232,4246123,-199.70100000000
336232,4246123,-199.70100000000
305281,4246828,-193.23100000000
310816,4246734,-194.41000000000
336279,4246214,-199.14400000000
353976,4245875,-238.88800000000
331518,4246404,-198.50100000000
331518,4246423,-199.01600000000
290501,4247439,-211.40000000000
290501,4247439,-211.40000000000
349582,4246214,-222.12500000000
349610,4246214,-222.36500000000
327605,4246765,-205.92600000000
335121,4246608,-198.26400000000
345477,4246421,-212.71000000000
335602,4246635,-198.01300000000
329253,4246785,-203.88300000000
300122,4247491,-201.91200000000
300122,4247491,-201.91200000000
313043,4247181,-190.38800000000
314644,4247144,-190.24300000000
322698,4246963,-200.46900000000
322698,4246963,-200.45900000000
324374,4246927,-203.83900000000
324374,4246927,-203.83900000000
325975,4246892,-206.33700000000
329253,4246822,-203.43100000000
319510,4247053,-193.44600000000
324375,4246945,-203.45400000000
307349,4247371,-200.60600000000
322759,4247017,-199.99200000000
322773,4247017,-200.07200000000
303344,4247505,-192.97900000000
303344,4247505,-192.93900000000
356781,4246379,-238.79300000000
356781,4246379,-238.79300000000
334325,4246846,-197.54000000000
288707,4247930,-210.40100000000
291911,4247847,-207.93100000000
311050,4247394,-193.40500000000
318042,4247233,-189.79800000000
318144,4247231,-189.87800000000
334208,4246885,-197.72100000000
311051,4247413,-193.42000000000
318042,4247252,-189.82300000000
334209,4246904,-197.77600000000
356769,4246491,-238.98100000000
339599,4246832,-199.52200000000
311039,4247487,-192.86900000000
338989,4246955,-203.11700000000
315716,4247490,-190.00200000000
315716,4247490,-190.02200000000
353991,4246707,-237.88900000000
356641,4246659,-239.16300000000
356656,4246659,-239.15300000000
353991,4246725,-238.00300000000
305552,4247821,-193.16300000000
344338,4247017,-214.73500000000
300719,4248031,-200.11100000000
300734,4248031,-200.08100000000
338266,4247192,-203.52900000000
287670,4248401,-210.12500000000
287670,4248401,-210.07500000000
355599,4247011,-241.58100000000
316597,4247821,-188.15600000000
333201,4247461,-200.27600000000
333201,4247461,-199.46600000000
337322,4247377,-201.61900000000
333201,4247480,-200.31100000000
321304,4247790,-197.46700000000
324392,4247722,-204.44100000000
322061,4247810,-199.30200000000
322061,4247810,-199.74100000000
322062,4247829,-199.77600000000
319092,4247931,-192.50400000000
319078,4247969,-192.49300000000
319093,4247969,-192.52300000000
320098,4247946,-194.97700000000
320098,4247946,-195.00700000000
325995,4247817,-207.82500000000
332418,4247681,-202.31400000000
293491,4248602,-199.46800000000
307342,4248296,-200.68600000000
325997,4247909,-207.52700000000
338596,4247647,-204.01600000000
336367,4247730,-199.78200000000
311000,4248321,-191.54000000000
320684,4248118,-196.57100000000
320684,4248118,-196.52100000000
335160,4247828,-198.04500000000
320773,4248172,-196.31500000000
303722,4248661,-194.37800000000
303722,4248661,-194.34800000000
331697,4248048,-205.12900000000
352072,4247722,-229.72100000000
293706,4249041,-200.33200000000
293720,4249040,-200.27200000000
314781,4248640,-188.73900000000
307355,4248851,-200.13800000000
318641,4248590,-190.44800000000
345507,4248030,-211.24900000000
309992,4248826,-194.59300000000
311986,4248779,-187.51000000000
329302,4248394,-207.35300000000
335825,4248259,-200.83100000000
349630,4248008,-221.28500000000
325690,4248508,-208.24100000000
316283,4248735,-188.45900000000
324410,4248554,-205.70500000000
325676,4248527,-208.31700000000
327642,4248485,-208.49400000000
330992,4248414,-206.81300000000
293581,4249303,-201.51400000000
323623,4248590,-204.00100000000
319532,4248699,-192.70400000000
319547,4248698,-192.68400000000
319547,4248698,-192.32400000000
322735,4248628,-202.20700000000
322735,4248628,-202.17700000000
322808,4248626,-202.07700000000
324411,4248591,-205.93400000000
324411,4248591,-205.93400000000
327687,4248521,-208.12300000000
338201,4248303,-204.26300000000
290351,4249479,-210.34400000000
335188,4248438,-201.24600000000
352910,4248170,-228.74100000000
288664,4249616,-211.33600000000
288665,4249634,-211.32000000000
325508,4248827,-206.43300000000
309348,4249303,-196.69400000000
309348,4249303,-196.65400000000
329878,4248844,-208.10500000000
329878,4248844,-208.15500000000
330024,4248841,-207.72400000000
334742,4248743,-200.45400000000
339548,4248683,-203.88700000000
335196,4248827,-201.16400000000
356880,4248579,-238.78900000000
317597,4249446,-188.65000000000
317510,4249466,-191.40400000000
329319,4249208,-208.72800000000
317510,4249485,-191.42800000000
351450,4248788,-225.18800000000
351465,4248788,-225.99200000000
335202,4249159,-200.91000000000
294652,4250164,-200.08900000000
294667,4250164,-200.04900000000
350740,4248968,-224.28800000000
304556,4249973,-193.17400000000
304556,4249973,-193.14400000000
338045,4249268,-203.06600000000
345325,4249144,-211.15400000000
287508,4250534,-208.19400000000
287494,4250553,-208.19800000000
336898,4249440,-201.50200000000
335705,4249556,-200.38900000000
332227,4249702,-207.16900000000
335227,4249658,-201.91100000000
300867,4250471,-197.42400000000
327949,4249885,-210.94500000000
331094,4249836,-208.91400000000
356894,4249375,-238.96500000000
330512,4249904,-209.13000000000
329320,4249967,-209.51500000000
330484,4249942,-208.90000000000
329350,4250003,-209.89400000000
326075,4250128,-211.26000000000
327313,4250102,-211.95700000000
336923,4249957,-203.10900000000
292023,4251027,-212.03900000000
288703,4251114,-210.34900000000
288703,4251114,-210.35900000000
288790,4251112,-209.71900000000
325975,4250223,-211.73400000000
325975,4250223,-211.76400000000
327431,4250192,-212.67000000000
327446,4250192,-212.62000000000
353857,4249762,-226.78800000000
307052,4250820,-192.78100000000
307052,4250838,-192.78600000000
350205,4249921,-223.35500000000
348721,4250005,-218.82200000000
349099,4249998,-218.59100000000
329360,4250484,-210.63100000000
335229,4250472,-202.41400000000
321414,4250785,-198.35600000000
321429,4250785,-198.35600000000
351214,4250199,-223.36600000000
336570,4250519,-202.01600000000
319494,4250920,-191.82800000000
319509,4250920,-192.10800000000
319509,4250920,-192.09800000000
321474,4250876,-198.63900000000
321474,4250876,-198.68900000000
297570,4251478,-198.21200000000
322043,4250901,-200.32900000000
322043,4250901,-200.35900000000
348611,4250395,-217.72600000000
335233,4250676,-202.81400000000
350054,4250442,-224.24200000000
317853,4251124,-188.17600000000
296264,4251659,-198.74300000000
317839,4251143,-188.17100000000
344886,4250595,-211.68300000000
346358,4250586,-211.58200000000
294810,4251770,-203.71300000000
317840,4251217,-187.84000000000
317841,4251235,-187.90400000000
335238,4250879,-203.27400000000
316969,4251347,-187.41000000000
316984,4251347,-187.43000000000
294799,4251900,-203.88600000000
294799,4251900,-203.87600000000
316956,4251403,-187.01300000000
316971,4251421,-187.15800000000
316986,4251421,-187.46800000000
316972,4251440,-187.45300000000
337657,4250997,-202.38700000000
335242,4251083,-204.02700000000
343394,4250957,-211.56900000000
335258,4251175,-204.22500000000
324473,4251458,-207.92300000000
324546,4251493,-208.17300000000
324561,4251493,-209.18300000000
335246,4251287,-204.24500000000
302420,4252042,-195.39000000000
324416,4251533,-208.02200000000
324984,4251521,-208.08100000000
302421,4252061,-195.43500000000
324402,4251552,-207.91700000000
324984,4251539,-208.11600000000
335250,4251471,-204.17500000000
330985,4251578,-210.69600000000
331888,4251559,-210.25200000000
332091,4251555,-210.09000000000
332207,4251553,-210.01900000000
332295,4251551,-209.78900000000
332484,4251547,-209.42400000000
332673,4251543,-209.04100000000
332877,4251539,-208.42500000000
333066,4251535,-207.23000000000
333270,4251530,-205.20100000000
333416,4251527,-204.00000000000
333576,4251524,-203.21700000000
333780,4251520,-202.90100000000
333969,4251516,-202.77200000000
334085,4251514,-202.95900000000
334187,4251512,-203.09500000000
334376,4251508,-203.38000000000
334580,4251503,-203.64600000000
335875,4251477,-202.33700000000
324114,4251743,-207.89400000000
324114,4251743,-207.89400000000
324552,4251734,-208.65400000000
324552,4251734,-208.61400000000
326153,4251700,-211.91600000000
329355,4251631,-212.52200000000
329370,4251631,-212.85200000000
316385,4251934,-185.82400000000
338147,4251486,-204.31600000000
347754,4251299,-214.14800000000
354393,4251195,-226.35300000000
354393,4251214,-226.45600000000
319633,4251935,-194.76100000000
326126,4251792,-212.26900000000
293651,4252614,-208.60100000000
290449,4252697,-212.12700000000
335254,4251675,-202.63300000000
292095,4252691,-212.19800000000
292109,4252691,-212.17800000000
289038,4252771,-210.75300000000
289053,4252770,-210.75300000000
319606,4252028,-195.00400000000
319621,4252028,-195.02400000000
322881,4251956,-203.17000000000
322895,4251955,-203.15000000000
322868,4251974,-202.76500000000
351238,4251530,-224.56800000000
289057,4252937,-211.20500000000
289043,4252956,-211.16000000000
335258,4251878,-204.42600000000
345564,4251692,-213.57500000000
336731,4252015,-203.86700000000
303749,4252769,-194.02500000000
303749,4252769,-194.05500000000
304041,4252762,-193.74300000000
304041,4252762,-193.74300000000
304331,4252755,-193.80700000000
304346,4252755,-193.77700000000
304768,4252745,-193.76800000000
304783,4252744,-193.74800000000
335262,4252063,-205.24400000000
349424,4251786,-221.65200000000
356731,4251709,-236.58800000000
357416,4251696,-237.67600000000
339267,4252130,-204.20800000000
301425,4253011,-194.57400000000
305209,4252918,-194.23400000000
305223,4252918,-194.24400000000
305791,4252904,-194.26500000000
305791,4252904,-194.24500000000
306228,4252894,-193.92600000000
306519,4252887,-193.89200000000
306533,4252887,-193.85200000000
335266,4252248,-204.57200000000
324499,4252623,-208.48200000000
349298,4252122,-222.37400000000
306975,4253043,-195.06400000000
307251,4253036,-195.79700000000
307687,4253026,-196.71600000000
307979,4253019,-197.80900000000
308415,4253009,-199.13300000000
308721,4253001,-200.04800000000
324571,4252640,-208.81700000000
306960,4253061,-195.07800000000
307251,4253054,-195.85200000000
307688,4253044,-196.76000000000
307979,4253037,-197.86300000000
308415,4253027,-199.09800000000
308707,4253020,-200.05200000000
324572,4252658,-208.82100000000
331427,4252512,-211.41300000000
335269,4252433,-205.12400000000
356664,4252024,-236.64700000000
342416,4252327,-210.03400000000
329391,4252611,-214.61800000000
343902,4252372,-213.89500000000
322901,4252862,-203.07800000000
335273,4252600,-204.98200000000
295612,4253526,-199.73200000000
295626,4253526,-199.74200000000
309148,4253194,-200.63500000000
309163,4253194,-200.63500000000
309584,4253184,-200.57200000000
309599,4253184,-200.55200000000
310167,4253170,-199.84000000000
310167,4253170,-199.84000000000
310458,4253163,-199.71000000000
310473,4253163,-199.72000000000
356740,4252208,-236.65200000000
356755,4252207,-236.66200000000
341590,4252510,-213.76100000000
339641,4252604,-207.40600000000
354239,4252363,-224.28600000000
335277,4252784,-204.49100000000
337547,4252738,-203.18100000000
310899,4253338,-200.00600000000
310914,4253338,-200.05600000000
311045,4253335,-200.39600000000
311045,4253335,-200.38600000000
317448,4253187,-186.42300000000
317462,4253187,-186.44300000000
317435,4253225,-186.25200000000
351869,4252555,-226.16900000000
346790,4252668,-215.59400000000
350605,4252652,-221.07300000000
335281,4253007,-204.40300000000
319594,4253416,-195.26000000000
319609,4253416,-195.25000000000
355875,4252704,-231.13000000000
319595,4253453,-194.96900000000
292089,4254172,-210.33600000000
319640,4253508,-195.27300000000
319654,4253507,-195.23300000000
329391,4253296,-215.13000000000
288888,4254274,-209.23100000000
335285,4253192,-204.68000000000
295263,4254127,-201.86800000000
326291,4253399,-212.51700000000
329406,4253332,-215.51000000000
334296,4253230,-205.75600000000
335910,4253197,-205.38500000000
341732,4253080,-212.67900000000
342023,4253075,-210.38600000000
345720,4253003,-215.00200000000
316410,4253636,-185.11700000000
321300,4253526,-197.71500000000
327776,4253386,-215.39500000000
295250,4254165,-201.83700000000
295235,4254184,-201.87200000000
358265,4252828,-237.15600000000
343424,4253214,-215.01000000000
355385,4252991,-227.82600000000
335289,4253395,-205.12800000000
331943,4253501,-211.18300000000
320606,4253764,-196.10700000000
320621,4253763,-196.14700000000
331943,4253519,-211.06700000000
354223,4253104,-224.47200000000
341141,4253370,-208.39800000000
348664,4253243,-220.20800000000
312371,4254025,-197.21800000000
312372,4254044,-197.24300000000
335293,4253598,-205.89700000000
339950,4253523,-206.32100000000
339005,4253560,-203.45500000000
339950,4253541,-206.04500000000
304501,4254361,-192.45400000000
347067,4253440,-216.71500000000
359408,4253234,-234.74900000000
333346,4253768,-208.40700000000
337362,4253686,-203.89600000000
338353,4253703,-203.68500000000
356062,4253367,-232.25500000000
356833,4253353,-237.87300000000
335311,4253783,-206.85000000000
343258,4253717,-214.15100000000
345878,4253666,-214.25500000000
351451,4253580,-223.43300000000
320238,4254235,-195.77200000000
320238,4254235,-195.77200000000
338369,4253851,-204.55400000000
313908,4254415,-194.90400000000
313908,4254415,-194.88400000000
335301,4253968,-205.52900000000
335534,4253982,-204.28700000000
350362,4253693,-219.03700000000
355018,4253608,-226.72600000000
348500,4253765,-219.24300000000
324563,4254268,-208.66300000000
357565,4253617,-237.89200000000
316808,4254460,-186.61700000000
324535,4254288,-208.77800000000
309328,4254652,-202.02000000000
316749,4254480,-187.17200000000
322731,4254346,-201.95600000000
324272,4254312,-208.18400000000
309329,4254670,-202.02400000000
316749,4254498,-187.16600000000
322672,4254365,-201.67100000000
322716,4254364,-201.94100000000
356244,4253771,-233.14500000000
335305,4254190,-205.55000000000
316476,4254634,-186.98200000000
358488,4253897,-237.57100000000
360190,4253886,-233.67300000000
326026,4254570,-212.21100000000
359274,4253976,-236.82600000000
329650,4254585,-216.33700000000
344302,4254288,-211.29300000000
347519,4254264,-218.57600000000
295486,4255436,-201.11100000000
295500,4255436,-201.10100000000
338208,4254483,-202.82000000000
335313,4254578,-208.23000000000
337772,4254528,-202.55800000000
345513,4254395,-215.68500000000
337656,4254568,-203.25800000000
354650,4254243,-226.54800000000
315366,4255067,-184.91200000000
315366,4255085,-184.96700000000
352092,4254327,-226.20100000000
355379,4254267,-227.66300000000
355394,4254267,-227.76400000000
319267,4255034,-191.36500000000
346185,4254530,-218.10400000000
335317,4254782,-208.14600000000
290531,4255841,-209.66500000000
339158,4254723,-201.69800000000
293747,4255776,-205.71400000000
327825,4254975,-216.46400000000
295275,4255756,-202.91100000000
322877,4255101,-202.90900000000
322877,4255101,-202.88900000000
322951,4255100,-202.64900000000
351468,4254542,-224.57900000000
348153,4254659,-220.56300000000
360505,4254436,-235.86300000000
327828,4255087,-216.17200000000
348167,4254678,-220.29000000000
352300,4254601,-225.58800000000
353959,4254589,-224.92300000000
335307,4255004,-208.26800000000
342512,4254989,-217.85200000000
353263,4254787,-224.41600000000
326421,4255339,-213.61200000000
336707,4255142,-203.70500000000
335311,4255189,-207.85400000000
348085,4254938,-219.66400000000
326378,4255395,-213.38600000000
352537,4254874,-225.84800000000
344187,4255049,-212.94100000000
351112,4254919,-222.85900000000
356771,4254816,-235.30900000000
351127,4254937,-222.63500000000
331400,4255381,-213.80900000000
350008,4255032,-218.25600000000
350095,4255030,-218.39600000000
335300,4255356,-208.08600000000
332579,4255449,-211.85900000000
354258,4255046,-222.02800000000
354811,4255036,-224.69400000000
342038,4255313,-216.87600000000
332567,4255542,-211.81200000000
334096,4255547,-209.74100000000
324495,4255806,-209.44300000000
324509,4255806,-209.39300000000
334097,4255603,-209.64500000000
335304,4255578,-208.18100000000
335552,4255573,-207.37000000000
335538,4255610,-207.61000000000
335290,4255634,-207.95700000000
338884,4255561,-204.82800000000
340645,4255526,-207.70100000000
324583,4255878,-209.16200000000
300840,4256449,-183.66800000000
299924,4256490,-183.56400000000
299938,4256490,-183.78400000000
299924,4256509,-183.83900000000
340166,4255610,-206.24100000000
313295,4256225,-198.27700000000
313296,4256243,-198.34200000000
344474,4255617,-213.96100000000
353930,4255459,-223.26000000000
289744,4256898,-209.63300000000
289744,4256898,-209.67300000000
330756,4255931,-216.35200000000
337012,4255821,-203.17000000000
298997,4256699,-186.16800000000
318667,4256231,-190.46400000000
321024,4256197,-193.56400000000
318639,4256269,-190.78300000000
318639,4256269,-190.75300000000
313591,4256422,-197.97800000000
313606,4256421,-198.01800000000
313882,4256415,-197.28000000000
313882,4256415,-197.32000000000
335297,4255966,-207.95500000000
314178,4256593,-196.32600000000
314178,4256593,-196.32600000000
343797,4255963,-216.19100000000
331854,4256223,-214.21400000000
335287,4256152,-207.92800000000
350010,4255883,-219.70800000000
317598,4256570,-191.97700000000
353152,4255843,-222.68700000000
317599,4256588,-192.03100000000
351348,4255895,-222.95800000000
357576,4255801,-238.98200000000
297960,4257095,-191.78800000000
297960,4257095,-191.81800000000
300768,4257062,-185.01300000000
301961,4257051,-186.93800000000
311999,4256810,-199.00300000000
314487,4256753,-195.78500000000
301962,4257069,-186.92300000000
311999,4256829,-199.06700000000
314473,4256771,-195.81900000000
332598,4256374,-212.49600000000
333937,4256346,-209.91200000000
355992,4255958,-235.17700000000
292187,4257371,-210.03400000000
352718,4256036,-221.40300000000
288987,4257473,-209.89500000000
337561,4256346,-202.33900000000
335351,4256410,-207.67100000000
359673,4255949,-239.40700000000
327860,4256585,-216.87300000000
329474,4256551,-218.81400000000
295361,4257401,-204.77400000000
310754,4257043,-200.36000000000
310754,4257043,-200.32000000000
314768,4256949,-195.57400000000
314768,4256949,-195.54400000000
315059,4256943,-194.75600000000
315059,4256943,-194.72600000000
322914,4256766,-203.45000000000
322914,4256766,-203.49000000000
322987,4256764,-203.11100000000
327861,4256659,-216.26100000000
329461,4256625,-218.44300000000
344182,4256326,-215.00600000000
305198,4257250,-195.24500000000
305198,4257268,-195.26900000000
297140,4257541,-196.23800000000
315208,4257124,-194.26400000000
315208,4257124,-194.22400000000
315500,4257118,-192.70400000000
315500,4257118,-192.71400000000
321610,4256980,-196.90600000000
321610,4256980,-196.87600000000
353845,4256330,-222.48200000000
321596,4257017,-196.71500000000
337468,4256737,-201.67800000000
339111,4256704,-206.83600000000
341351,4256659,-211.42200000000
348246,4256545,-222.89300000000
360364,4256325,-239.01400000000
348261,4256563,-220.29800000000
315809,4257277,-190.98300000000
315795,4257296,-190.95800000000
338327,4256812,-202.78200000000
355318,4256525,-232.94100000000
345370,4256766,-216.88000000000
298343,4257900,-187.78000000000
298358,4257899,-187.75000000000
316090,4257474,-190.21200000000
316090,4257474,-190.22200000000
316381,4257468,-189.25000000000
316381,4257468,-189.28000000000
357692,4256631,-238.45800000000
357706,4256631,-238.51800000000
296134,4258029,-201.41200000000
344573,4256948,-217.95600000000
298448,4257989,-187.74200000000
319437,4257491,-187.04200000000
353083,4256806,-220.95700000000
335672,4257161,-206.75200000000
318973,4257557,-186.79000000000
316603,4257629,-189.14400000000
337578,4257178,-200.56600000000
311294,4257770,-200.53400000000
311294,4257770,-200.54400000000
316604,4257648,-189.25800000000
316821,4257643,-190.17700000000
316821,4257643,-190.13700000000
319702,4257577,-186.95700000000
332458,4257302,-213.74200000000
319936,4257646,-187.44400000000
307836,4258000,-199.71300000000
318673,4257748,-187.63400000000
316971,4257806,-190.73600000000
316972,4257824,-190.80100000000
333596,4257463,-211.35700000000
320244,4257769,-188.60600000000
290179,4258534,-210.69400000000
295242,4258422,-203.96500000000
353278,4257155,-221.30500000000
355197,4257120,-231.76800000000
331519,4257599,-216.84000000000
345831,4257330,-218.12700000000
320523,4257874,-189.69300000000
350952,4257290,-221.71900000000
317267,4258003,-190.95400000000
317267,4258003,-190.90400000000
317557,4257996,-190.02200000000
317571,4257996,-189.98200000000
330939,4257704,-218.03200000000
337558,4257604,-199.55500000000
