longitude,latitude,height_sea_level_m,height_geometric_m,gravity_mgal,gravity_disturbance_mgal,gravity_bouguer_mgal
27.66499,-26.80333,1456.9,1485.9674840774094,978674.28,49.50194106705021,-115.23902157715719
27.67332,-26.34167,1626.1,1653.3721319604608,978575.31,35.52078219910618,-146.73648464049387
27.675,-26.32832,1609.3,1636.5144686712433,978577.21,33.17933159368113,-148.18944198585191
27.67667,-26.31168,1596.5,1623.6434512445069,978577.51,30.703253483981825,-149.55590206922705
27.67833,-26.23167,1652.0,1678.816219228711,978557.22,33.16554872819688,-153.42105299954326
27.67999,-26.285,1565.4,1592.4322658924589,978580.21,25.689271017792635,-150.83712930746938
27.68083,-26.763,1428.0,1456.9289445373822,978675.46,44.65374216961209,-117.30929385210996
27.68167,-26.25667,1590.4,1617.3165934792362,978571.21,26.395366846583784,-153.08593546947046
27.68167,-26.77,1436.2,1465.1525583614916,978674.18,45.402299357927404,-117.90791782742625
27.68167,-26.75833,1425.5,1454.4132139950968,978676.28,45.03671605465934,-116.3599726344568
27.68167,-26.36501,1689.2,1716.5827540697073,978566.31,44.34164811309893,-143.9229511239921
27.69833,-26.17999,1706.0,1732.6129585910462,978541.82,38.05614441202488,-154.50664765317478
27.69833,-26.22667,1669.7,1696.498091695574,978551.32,33.07742840400897,-155.8522454747416
27.7,-26.21001,1723.9,1750.6300698951052,978540.62,40.266362096183,-153.41854183508596
27.70667,-26.735,1428.9,1457.7365904384965,978668.69,40.16496687789913,-122.43624026901799
27.71832,-26.15668,1726.4,1752.9156075265978,978535.62,39.78423116693739,-155.47691572477106
27.72166,-26.03999,1469.7,1495.740347763902,978586.41,19.569856695947237,-144.9486298264458
27.72667,-26.62833,1462.7,1491.2262359035708,978653.99,43.52372281695716,-122.85825211664957
27.73666,-26.14166,1717.5,1743.9451173045088,978537.62,40.09025422518607,-153.40980887804207
27.74667,-26.72667,1452.4,1481.2136544742698,978660.29,39.61137477122247,-125.1751160775747
27.75166,-26.03333,1578.5,1604.4553772852025,978561.41,28.579459502827376,-149.88750715532802
27.75833,-26.11667,1753.2,1779.5015417475472,978530.42,45.64132037584204,-152.20593421091695
27.76666,-26.11,1743.7,1769.9513966504542,978534.02,46.77168146206532,-149.61151842208656
27.795,-26.07832,1695.0,1721.0416524363366,978541.22,41.145432036952116,-149.6884265025217
27.80167,-26.11667,1761.7,1787.9110171627678,978529.12,46.9351031400729,-152.14718029357942
27.82333,-26.48334,1554.8,1582.8506876888457,978631.09,59.35663848230615,-115.88764980682998
27.83,-26.12666,1748.3,1774.5148524800304,978532.12,45.09018174232915,-151.37742421925535
27.83333,-26.06,1488.0,1513.890489278475,978573.81,11.143305069184862,-154.79340750488873
